candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C011	0.7931	spirit / ritual_belief/belief_revelation / haunting / tribe	53	10	11	17	0.06590668	0.3148	0.9412	0.7059	10,13,14,16,17,19,21,22,24,27,28,29,31,32,33,35,36,37,38,39,40,42,46,47,48,49,50,53,54,55,56,57,58,63,66,70,73,80,81,82,85,87,89,92,95,98,100,102,105,106,107,109,110	ء ن س ت ب ع ج ن ن ح ض ر ر ء ي ر ب ب ر س ل ع س ر ق ب ل ك ف ر	kw:spirit(59.5205); theme:ritual_belief/belief_revelation(46.5028); kw:haunting(38.5491); kw:tribe(35.6904); kw:supernatural(33.5381); kw:jinn(33.5381); kw:society(31.1678); kw:healing(27.1003)	ج ن ن:B005:الجن المستترون → ع س ر:B012:أعلام الجن والمواضع
C012	0.7917	fabrication / lie / falsehood / emotion_ethics/deception_corruption	54	9	12	24	0.06629812	0.4	0.9167	0.7083	4,5,10,14,15,19,21,22,23,24,26,27,28,29,33,34,35,37,39,42,48,49,50,51,52,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,82,83,86,87,88,93,94,95,96,98,103,109,110	ت ل و خ ر ق خ ل ق ف ج ر ف ر ط ف ر ي ف ع ل ق و ل ك ذ ب	kw:fabrication(89.2807); kw:lie(88.6319); kw:falsehood(78.5549); theme:emotion_ethics/deception_corruption(60.8752); kw:accusation(55.4339); kw:testimony(53.1324); kw:invention(49.5059); kw:slander(39.0107)	خ ل ق:B007:اختلاق الكذب والكلام → خ ر ق:B003:اختلاق الكذب وافتراؤه
C013	0.789	exploration / wandering / journey / travel	57	11	11	15	0.06431981	0.2727	1.0	0.7333	4,5,8,10,12,14,18,19,21,22,23,24,26,28,29,33,34,35,37,39,40,41,42,45,49,50,52,54,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,83,86,87,88,93,94,95,96,97,98,103,109,110	ب س ط ب ع ث ص ع د ع س ر ف ج ر ف ر ط ق ر ء ق و ل ك ث ر م و ه ن ق ب	kw:exploration(66.0079); kw:wandering(46.5929); kw:journey(36.2398); kw:travel(35.2923); kw:roaming(30.7655); kw:search(27.8525); kw:migration(24.6242); kw:mobility(24.0518)	ب س ط:B007:السير في البلاد والتنزه → ن ق ب:B006:السير في البلاد والتنقيب فيها
C014	0.7857	palm / tree / fruit / sapling	55	15	17	39	0.0655884	0.291	0.9744	0.6667	1,7,8,10,14,15,18,19,23,24,28,29,31,32,33,34,35,36,39,40,41,42,45,47,48,50,52,54,55,57,59,62,65,67,69,70,71,72,74,75,76,77,78,81,82,84,90,94,95,96,97,98,99,101,107	ء ت ي ء ك ل ث م ر ج ب ل ج ع ل ج ن ن ز ر ع ز ك و ش ي ء ص و ر ط ع م ط و ع ع س ي ق ل ب ن خ ل	kw:palm(102.3487); kw:tree(101.8369); kw:fruit(69.7037); kw:sapling(66.0079); kw:grove(57.219); theme:agriculture_food/plant_vegetation(54.5874); kw:growth(52.6784); kw:harvest(50.1599)	ط ع م:B005:إدراك الثمر وأخذ الطعم → ث م ر:B001:الثمرة الناضجة
C015	0.7851	production / creation / deed / work	65	9	11	14	0.06813277	0.2642	1.0	0.6429	1,2,4,5,6,7,8,10,14,19,21,22,23,24,26,29,30,32,34,35,37,39,42,48,49,50,51,52,57,59,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,79,82,83,86,87,88,90,93,94,95,96,98,99,103,104,105,107,109,110	ء ث ر ت ر ك ج ع ل خ ل ق ص ن ع ع م ل ف ع ل ق و ل ك و د	kw:production(58.2873); kw:creation(55.1716); kw:deed(46.5929); kw:work(44.6404); kw:action(43.4363); kw:configuration(38.5491); kw:making(34.884); kw:modality(32.1114)	ج ع ل:B001:إحداث الشيء وصنعه → ص ن ع:B001:عمل الشيء صنعا
C016	0.7843	anger / wrath / resentment / emotion_ethics/emotion	38	9	13	23	0.06752549	0.3151	1.0	0.7826	1,3,6,12,16,17,20,23,24,27,28,29,33,35,36,39,45,49,51,53,54,57,58,65,69,70,71,74,76,77,84,86,90,93,96,99,102,110	ء ب د ء س ف ء م د ح م ء ش ي ء ع ب د ن ف خ ن ف س و ج د	kw:anger(77.2633); kw:wrath(75.5784); kw:resentment(61.531); theme:emotion_ethics/emotion(52.0575); kw:regret(50.3071); kw:indignation(49.5059); kw:lament(49.5059); kw:conflict(43.2408)	ء ب د:B009:الغضب والغضب عليه → ء م د:B002:الأَمَد غضب يقع على الإنسان
C017	0.7832	power / control / ownership / condition_force_change/capacity_ability	49	10	14	22	0.06857526	0.2529	1.0	0.8636	1,10,13,14,15,16,19,21,22,24,27,28,29,36,38,40,41,42,45,46,48,49,50,55,57,58,65,67,69,71,72,73,75,77,78,79,81,82,84,87,88,95,97,98,101,102,105,109,110	ء م ر ر ب ب س ل ط ط ع م ط و ع ع ب د ق د ر م ك ن م ل ك ي د ي	kw:power(98.3322); kw:control(66.4157); kw:ownership(63.0508); theme:condition_force_change/capacity_ability(55.7414); kw:ability(46.1482); kw:governance(45.0396); kw:hierarchy(43.4607); kw:property(42.7746)	ق د ر:B003:تمكن يبلغ بصاحبه الفعل والملك → م ك ن:B005:اقتدار وتمكين
C018	0.7831	wrath / anger / resentment / conflict	30	10	10	15	0.06532073	0.3333	1.0	0.7333	1,3,6,12,16,17,20,27,28,29,35,36,45,46,49,53,56,57,58,65,69,77,86,90,93,96,102,104,106,110	ء ب د ء س ف ء م د ح م ء د ن و ز ب ر س و ء ع ب د ه ز ء و ج د	kw:wrath(90.6941); kw:anger(90.1406); kw:resentment(61.531); kw:conflict(60.5371); kw:indignation(49.5059); theme:emotion_ethics/emotion(33.4655); kw:psychology(33.4095); kw:hostility(27.2163)	ء ب د:B009:الغضب والغضب عليه → ء م د:B002:الأَمَد غضب يقع على الإنسان
C019	0.7822	residence / space_form_boundary/place_location / settlement / habitation	56	15	16	37	0.06496916	0.3109	0.8919	0.6216	2,3,9,10,12,13,14,15,16,18,19,20,21,22,24,25,26,27,28,29,31,34,35,36,38,40,42,43,45,46,47,48,49,50,51,54,55,57,58,64,77,79,80,81,82,86,87,90,93,95,98,101,105,107,109,110	ء ب د ء ر ك ر ب ب ر ب ع ر ز ق ر ق د س ك ن ع ر ش غ د ر ق و م ك و ن ل ب ث م د ن ن ع م و ر ق	kw:residence(151.3219); theme:space_form_boundary/place_location(146.1339); kw:settlement(103.0856); kw:habitation(86.4017); kw:stay(74.9722); kw:place(72.1599); kw:abode(45.7343); kw:station(41.7788)	ر ق د:B003:الثبات والإقامة بالمكان → ء ر ك:B003:اللُّزوم والإقامة في المكان
C020	0.7822	land_water_sky/sky_astronomy / astronomy / star / calendar	32	10	10	13	0.07037743	0.2889	1.0	0.8462	1,4,14,15,18,21,28,31,36,37,42,45,50,51,53,54,55,56,57,58,61,63,73,76,77,79,84,86,96,102,106,107	ء خ ذ س و ر س و ي ص ر ف ع ذ ر غ ف ر ق ل ب ك ل ل ن ز ل ن ع م	theme:land_water_sky/sky_astronomy(77.0844); kw:astronomy(74.9518); kw:star(51.3473); kw:calendar(48.4301); kw:mansion(46.5929); kw:moon(44.316); kw:station(41.7788); kw:phase(34.1547)	ء خ ذ:B008:أخذ القمر في منازله → غ ف ر:B006:منزل قمري من ثلاثة أنجم
C021	0.7811	rain / land_water_sky/weather_climate / shower / weather	59	17	17	39	0.06693824	0.2868	0.9487	0.5641	5,10,13,14,15,16,17,18,19,21,22,24,26,27,28,29,31,33,34,36,38,40,42,43,44,45,46,48,49,50,51,52,53,55,57,58,59,61,62,63,64,65,77,81,82,84,86,87,94,95,96,98,101,102,104,105,108,109,110	ء ت ي ب غ ي ح ي ي خ ر ج ذ ه ب ر ب ب ر ز ق س ب ل س م و ع ز ز ع ز ل ع ي ن ن د و ن ص ر ه ل ك و ق ع و ل ي	kw:rain(142.1691); theme:land_water_sky/weather_climate(98.7577); kw:shower(87.4309); kw:weather(66.4046); kw:fertility(63.8376); kw:precipitation(59.5205); kw:downpour(57.9151); kw:cloud(49.8887)	ر ز ق:B003:الغيث النازل رزقا → ح ي ي:B002:حياة الأرض بالمطر والنبات
C022	0.7793	abundance / sea / land_water_sky/water_hydrology / psychology	71	13	13	14	0.06891611	0.1795	1.0	0.8571	4,5,10,12,13,14,16,17,19,21,22,23,24,26,27,28,29,34,35,36,37,38,39,40,41,42,45,46,48,49,50,52,54,55,57,58,60,61,62,63,64,65,66,67,69,70,71,72,73,74,75,76,77,78,79,81,82,83,86,87,88,93,94,95,96,98,103,105,108,109,110	ب ح ر خ ل د ر ب ب ر د د ع ل م غ ر ب ف ر ط ف ر ق ق و ل ك ث ر م و ه ن ط ف ه د ي	kw:abundance(51.4865); kw:sea(42.6693); theme:land_water_sky/water_hydrology(36.9317); kw:psychology(33.4095); kw:hydrology(32.29); kw:water(25.4212); kw:temperament(25.3658); kw:well(25.0116)	ع ل م:B005:ماء كثير مجتمع في عيلم → ر ب ب:B013:ماء رَبَب كثير
C023	0.7791	lie / falsehood / fabrication / testimony	57	12	16	30	0.06851697	0.2655	0.9667	0.7667	4,5,10,13,14,15,17,19,21,22,23,24,26,27,29,33,34,35,37,39,42,44,48,49,50,51,52,56,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,82,83,86,87,88,93,94,95,96,98,103,109,110	ب ط ل ت ل و ح ق ق خ ر ق خ ل ق د ح ض ز و ر ف ج ر ف ر ي ف ع ل ق و ل ك ذ ب	kw:lie(118.1759); kw:falsehood(117.8324); kw:fabrication(89.2807); kw:testimony(66.4155); theme:emotion_ethics/deception_corruption(65.9482); kw:accusation(55.4339); kw:invention(49.5059); theme:language_communication/rhetoric_discourse(44.5083)	ح ق ق:B001:ثبات مطابق للواقع ضد الباطل → ب ط ل:B001:ذهاب الشيء عن الحق والثبات
C024	0.7789	tongue / expression / face / rhetoric	60	10	11	13	0.06336998	0.2407	0.9231	0.9231	1,2,4,5,10,12,14,15,18,19,21,22,23,24,26,29,31,34,35,37,39,42,45,49,50,52,54,56,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,79,83,84,86,87,88,93,94,95,96,98,102,103,107,109,110	ب س ط ب ش ر ح ص ي ذ ر ع س ل ط ط ل ق ق و ل ك ل ل ل ب س ن ز ل	kw:tongue(51.8423); kw:expression(37.6199); kw:face(35.9982); kw:rhetoric(35.4695); kw:communication(34.4753); kw:openness(28.2893); kw:speech(28.1525); kw:sharpness(27.1003)	ح ص ي:B004:حصاة اللسان وذرابته → س ل ط:B004:لسان سليط حاد صخاب
C025	0.7784	space_form_boundary/place_location / residence / settlement / habitation	61	17	17	39	0.06536865	0.2868	0.9231	0.5641	2,3,7,9,10,12,13,14,15,16,18,19,20,21,22,24,25,26,27,28,29,31,34,35,36,38,40,42,43,45,46,47,48,49,50,51,54,55,57,58,60,64,77,79,80,81,82,84,86,87,90,93,94,95,96,98,101,105,107,109,110	ء ب د ء ر ض ء ر ك ب ل و ح ق ب ر ب ب ر ق د ع ر ش ق ط ر ق و م ك و ن ل ب ث م د ن ن ز ع ن ص ر ن ع م و ك ء	theme:space_form_boundary/place_location(131.1458); kw:residence(126.1016); kw:settlement(92.7771); kw:habitation(86.4017); kw:stay(74.9722); kw:place(51.5428); kw:migration(49.2484); kw:abode(45.7343)	ر ق د:B003:الثبات والإقامة بالمكان → ء ر ك:B003:اللُّزوم والإقامة في المكان
C026	0.7783	uncertainty / belief / conjecture / suspicion	65	8	12	18	0.06152625	0.3214	0.9444	0.6111	2,4,5,6,9,10,14,15,18,19,20,21,22,23,24,26,28,29,33,34,35,36,37,39,40,42,49,50,51,52,53,57,59,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,83,86,87,88,90,93,94,95,96,98,102,103,104,105,109,110	ح س ب ر ج م ظ ل م ظ ن ن ق و ل ق و م ن ف س و ق ع	kw:uncertainty(78.0215); kw:belief(56.5787); kw:conjecture(47.5952); kw:suspicion(45.3471); kw:epistemology(41.5754); kw:inference(34.884); theme:cognition_perception/proof_uncertainty(33.6285); kw:expectation(29.9889)	ح س ب:B002:الحسبان والظن → ظ ن ن:B004:تهمة وظنة
C027	0.7783	ownership / law_governance/authority_governance / control / ruler	58	8	10	11	0.06489396	0.2619	1.0	0.8182	1,4,5,10,14,16,19,21,22,23,24,26,27,28,29,34,35,37,39,42,49,50,52,57,60,62,63,64,65,66,67,69,70,71,72,73,74,75,76,77,78,79,83,85,86,87,88,89,92,93,94,95,96,98,102,103,109,110	ت ب ع ت ل و خ م س ر ب ع ع ب د ق و ل م ل ك ي د ي	kw:ownership(63.0508); theme:law_governance/authority_governance(49.281); kw:control(44.2771); kw:ruler(34.884); kw:property(32.081); kw:politics(26.2769); kw:possession(24.4437); kw:sequence(23.5043)	ع ب د:B001:الرق والملك → م ل ك:B002:المِلْك والتصرف
C028	0.776	residence / space_form_boundary/place_location / habitation / settlement	50	13	17	41	0.06704667	0.313	0.9024	0.6341	1,2,3,10,12,13,14,15,16,18,19,20,21,22,24,25,26,27,28,29,31,35,36,38,40,42,45,46,48,49,50,55,57,58,71,77,79,81,82,86,87,90,93,95,98,102,105,107,109,110	ء ب د ء ر ك ء ه ل ر ب ب ر ب ع ر ق د س ك ن ع ر ش ق و م ل ب ث م د ن ن ز ل ن ع م	kw:residence(176.5422); theme:space_form_boundary/place_location(161.122); kw:habitation(123.431); kw:settlement(113.3942); kw:stay(74.9722); kw:place(72.1599); kw:dwelling(67.1951); kw:abode(60.9791)	ن ز ل:B003:المنزل والمنزلة → س ك ن:B002:استيطان المنزل
C029	0.7721	pardon / mercy / sin / forgiveness	24	9	10	16	0.06381862	0.3636	1.0	0.8125	4,5,15,18,21,44,49,50,51,53,55,56,58,61,62,63,73,76,77,79,86,87,102,106	ء خ ذ ب س ط ج ر م ج و ز ع ذ ب ع ذ ر ع ق ب غ ف ر ك ب ر	kw:pardon(64.2228); kw:mercy(54.6714); kw:sin(54.6714); kw:forgiveness(47.5952); theme:emotion_ethics/ethics_morality(46.0708); kw:justice(44.8955); kw:accountability(40.0012); kw:ethics(35.1221)	ء خ ذ:B002:المؤاخذة بالذنب → ج و ز:B004:ترك المؤاخذة والعفو
C030	0.7711	belly / tribe / anatomy / abdomen	33	10	11	20	0.06532842	0.3704	0.9	0.75	1,16,18,28,31,32,33,35,39,40,41,50,60,61,63,65,67,68,69,71,72,74,75,77,78,79,82,97,99,102,107,109,110	ب ح ر ج ن ن ص ب ر ص و ر ط ل ق ع ب د ع ن ب غ و ر ف ر ر ن ق ب	kw:belly(50.8811); kw:tribe(47.5872); kw:anatomy(31.3884); kw:abdomen(29.9889); kw:description(28.1384); kw:bulk(26.7714); kw:womb(26.6675); kw:clan(26.2769)	ب ح ر:B013:عظم البطن → ط ل ق:B017:طرائق البطن
C031	0.7709	darkness / night / sheep / concealment	28	11	13	25	0.06519537	0.3289	1.0	0.72	15,16,24,28,29,31,32,33,35,37,39,40,42,47,49,50,56,57,59,80,87,88,100,101,102,105,106,107	ج ن ن ظ ل م ع ر ش ع س ي ع ش و غ د ر غ ط و ف ج ر ك ف ر ن ش ر ي س ر	kw:darkness(125.7476); kw:night(70.3743); kw:sheep(40.3171); kw:concealment(32.7774); kw:gloom(30.4895); kw:flock(28.1384); kw:grazing(27.1003); kw:obscurity(27.1003)	ع س ي:B004:اشتداد ظلمة الليل → غ ط و:B002:ليل يغشى بظلامه
C032	0.7708	anger / wrath / resentment / indignation	34	11	11	19	0.06496645	0.3455	1.0	0.5789	1,3,6,12,16,17,18,20,22,27,28,29,35,36,39,48,49,53,55,57,58,60,65,69,71,74,77,86,90,93,98,102,109,110	ء ب د ء س ف ء م د ج ي ء ح م ء ذ ر ع ع ب د ق ل ل م ض ي و ج د و ج ه	kw:anger(90.1406); kw:wrath(75.5784); kw:resentment(61.531); kw:indignation(49.5059); kw:conflict(43.2408); theme:emotion_ethics/emotion(33.4655); kw:hostility(27.2163); kw:physiology(23.4124)	ء ب د:B009:الغضب والغضب عليه → ء م د:B002:الأَمَد غضب يقع على الإنسان
C033	0.7702	liability / surety / guarantee / renunciation	48	13	14	20	0.07361741	0.2222	1.0	0.85	9,11,12,13,18,19,21,28,29,32,33,34,37,40,42,43,44,45,48,50,51,52,54,55,56,58,64,67,68,69,72,75,78,79,80,82,86,87,98,100,101,102,104,105,106,107,109,110	ب ع ث ح س ب ح ق ق ز ع م ص ب ر ض ر ب ع ذ ب ف ج ر ق ب ل ك ف ر ك ف ف ك و ن ن ز ع	kw:liability(65.4624); kw:surety(63.4603); kw:guarantee(61.531); kw:renunciation(48.1671); kw:abstention(45.7343); kw:restraint(43.7032); kw:responsibility(41.9894); kw:withdrawal(39.7012)	ك ف ف:B002:الكف والمنع → ع ذ ب:B003:الكف والمنع والفطام عن الشيء
C034	0.7694	belly / abdomen / armor / womb	31	10	11	20	0.06621928	0.3704	0.9	0.75	20,22,23,28,31,32,33,35,39,40,41,50,60,61,63,67,68,69,71,72,74,75,77,78,79,82,90,97,107,108,109	ب ح ر ج ن ن ح و ل س ت ر ص ب ر ط ل ق ظ ه ر غ و ر ف ع ل ن ق ب	kw:belly(50.8811); kw:abdomen(29.9889); kw:armor(27.8525); kw:womb(26.6675); kw:tribe(23.7936); kw:anatomy(23.5413); kw:relation(22.9412); kw:exchange(21.8209)	ب ح ر:B013:عظم البطن → ط ل ق:B017:طرائق البطن
C035	0.7694	duration / history / time / period	24	11	11	17	0.06884316	0.3091	1.0	0.7647	3,6,14,18,19,20,21,22,28,35,47,52,53,54,57,60,70,84,85,89,92,93,94,105	ء ب د ح د ث ح ق ب د ع و ر ي ب س ب ب س د د ص ر ف ك ل ب ن ظ ر ي و م	kw:duration(88.2711); kw:history(51.6738); kw:time(45.0739); kw:period(44.0082); kw:event(41.1882); kw:fate(38.7554); kw:immortality(38.5491); kw:calamity(35.9982)	د ع و:B006:دواعي الدهر → ر ي ب:B002:صروف الدهر المريبة
C036	0.7694	hospitality / claim / accusation / blame	63	11	12	13	0.06851468	0.2	1.0	0.8462	4,5,9,10,14,15,19,21,22,23,24,26,27,28,29,33,34,35,37,39,42,43,45,49,50,51,52,54,57,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,79,80,82,83,86,87,88,93,94,95,96,98,101,103,104,107,109,110	ء ك ل ت ل و د ع و س ب ع ش ر ب ص ن ع ط ع م ع ذ ر ق و ل ك ذ ب ك و ن	kw:hospitality(49.0059); kw:claim(41.9894); kw:accusation(41.5754); kw:blame(40.4815); kw:speech(37.5366); kw:invitation(31.7301); kw:lie(29.544); kw:attribution(28.9576)	ق و ل:B005:قول ما لم يكن أو نسبته → ش ر ب:B010:دعوى ما لم يشرب
C037	0.7692	palm / agriculture_food/plant_vegetation / tree / sapling	38	12	15	37	0.06434824	0.3663	0.973	0.6216	1,7,8,14,18,20,23,24,28,29,32,33,36,39,40,42,45,48,49,52,54,57,59,60,61,69,70,71,74,76,77,84,90,94,95,96,98,99	ج ع ل ج م ع ش ي ء ص غ ر ص و ر ط ل ق ع س ي ع و ن ف ل ح ق ل ب ن خ ل ه ش م	kw:palm(113.7208); theme:agriculture_food/plant_vegetation(70.1838); kw:tree(67.8912); kw:sapling(66.0079); kw:botany(57.0538); kw:grove(42.9143); kw:seedling(34.884); kw:agriculture(32.8628)	ج ع ل:B006:النخل الصغار أو القصار → ش ي ء:B006:صغار النخل
C038	0.7685	body_health_life/life_stage_aging / youth / freshness / maturity	57	11	12	14	0.06747697	0.2154	1.0	0.8571	2,6,9,10,13,14,16,17,18,19,21,22,24,26,27,28,29,31,32,33,34,35,36,37,38,39,40,42,44,46,48,49,50,55,57,58,60,61,62,70,74,76,80,81,82,86,87,90,93,95,96,98,102,105,107,109,110	ب ل غ ج ن ن ح د ث ر ب ب س و ي ش د د ص ح ب غ ر ب غ ل م ف ت ي و ل ي	theme:body_health_life/life_stage_aging(89.9124); kw:youth(65.9276); kw:freshness(56.8924); kw:maturity(52.3699); kw:adulthood(51.232); kw:development(43.4363); kw:boy(32.1114); kw:girl(31.7301)	ح د ث:B002:طراوة السن وقرب العهد → ف ت ي:B001:الشباب والطراوة
C039	0.7679	space_form_boundary/place_location / residence / settlement / habitation	58	16	17	38	0.0658605	0.2815	0.9211	0.5789	2,3,7,9,10,12,14,15,18,19,20,21,22,25,26,28,31,33,34,35,36,40,41,42,43,45,47,50,51,54,55,57,62,64,65,67,71,72,75,76,77,78,79,80,82,84,86,90,93,94,96,97,98,101,105,107,109,110	ء ب د ء ت ي ء ر ض ء ر ك ء ه ل ر ب ع ر ق د ط و ع ع ر ش ق و م ك و ن ل ب ث ل د ن م د ن ن ز ع ن ع م	theme:space_form_boundary/place_location(146.1339); kw:residence(126.1016); kw:settlement(92.7771); kw:habitation(74.0586); kw:place(61.8514); kw:stay(59.9777); kw:abode(45.7343); kw:dwelling(40.3171)	ل د ن:B003:التلبث والتلكؤ → ء ر ض:B006:لزوم الأرض والتثاقل إليها
C040	0.7668	concealment / cover / protection / veil	28	12	14	30	0.06908722	0.3371	1.0	0.6	22,26,28,29,31,32,33,35,37,39,40,45,46,50,55,56,57,58,79,80,90,100,101,102,104,105,106,107	ج ن ن ح ي ي ذ ر و س ت ر ع ي ب غ ط و غ ف ر غ ي ب ك ف ر ك ن ن ل ب س و ر ي	kw:concealment(152.9611); kw:cover(89.3086); kw:protection(79.5815); kw:veil(70.346); kw:screen(57.5595); kw:privacy(41.1882); kw:modesty(40.3171); kw:refuge(39.7012)	س ت ر:B001:السَّتر والتغطية → غ ط و:B001:الغطاء الساتر
C041	0.7666	gallop / horse / locomotion / speed	25	12	12	21	0.06640759	0.3182	1.0	0.7143	17,19,24,28,29,32,34,37,48,49,50,57,60,61,64,76,77,81,82,86,90,93,100,102,108	ب غ ي ب ل غ ح ض ر ر ج ل ط ع م ع ت د ع د و ع ر ض ع ز ز غ ر ب ق ر ب و ض ع	kw:gallop(88.0164); kw:horse(81.0199); kw:locomotion(47.6879); kw:speed(45.4883); kw:running(41.0035); kw:trot(34.884); theme:movement_travel/transport(34.0591); theme:movement_travel/motion(31.8644)	ع د و:B002:العَدْو والحَضْر → ح ض ر:B004:عَدْو الدابة وإحضارها
C042	0.766	palm / agriculture_food/plant_vegetation / sapling / tree	44	13	17	43	0.06505116	0.3282	0.9302	0.5581	1,7,8,14,17,18,23,24,28,29,31,32,33,35,36,39,40,42,45,48,50,52,54,57,59,60,61,62,69,70,71,74,76,77,84,90,94,95,96,98,99,105,107,110	ج ع ل ج م ع ج ن ن خ ض ر ش م ل ش ي ء ص و ر ط ل ع ط ل ق ع س ي ق ل ب ل ق ي ن خ ل	kw:palm(147.8371); theme:agriculture_food/plant_vegetation(93.5784); kw:sapling(66.0079); kw:tree(56.576); kw:growth(52.6784); kw:botany(47.5448); kw:grove(42.9143); theme:body_health_life/reproduction_birth(40.1327)	ج ع ل:B006:النخل الصغار أو القصار → ش ي ء:B006:صغار النخل
C043	0.7659	rotation / craft / stick / tool	64	13	13	14	0.06788266	0.1795	1.0	0.8571	4,5,10,11,14,19,20,21,22,23,24,25,26,28,29,32,33,34,35,37,39,42,45,47,49,50,52,60,62,63,64,66,67,68,69,70,71,72,73,74,75,76,77,78,79,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,98,103,109,110	ح و ر ح و ط خ ل ل ر و د س ب ب س ن و ص خ ر ض ر ب ع و د غ د ر ق ط ر ق ل ل ق و ل	kw:rotation(56.8924); kw:craft(44.4711); kw:stick(43.4363); kw:tool(31.8); kw:incense(31.7301); kw:music(27.9929); kw:wood(25.2924); theme:craft_material_built/tools_equipment(23.2798)	ر و د:B006:أدوات الإدارة والدوران → ح و ر:B007:الدوران على محور
C044	0.7655	place / space_form_boundary/place_location / toponym / location	38	13	13	21	0.06715486	0.2692	1.0	0.7619	1,2,7,8,12,14,15,16,19,20,21,31,32,33,35,36,39,40,47,48,49,50,52,57,59,74,77,80,82,86,90,93,94,95,96,98,105,107	ء ر ك ء م د ج ع ل ج ن ن س ج د ع ث ر ع ز ل غ د ر غ ل م ق د م ق و م م د ن م ل ل	kw:place(103.0856); theme:space_form_boundary/place_location(97.4226); kw:toponym(83.2777); kw:location(68.647); kw:site(66.9285); kw:settlement(61.8514); kw:locality(56.2768); kw:terrain(32.3757)	ق د م:B009:موضع اسمه القدوم → غ ل م:B005:موضع اسمه الغيلم
C045	0.7654	excess / transgression / aggression / oppression	55	12	14	20	0.07063042	0.2247	1.0	0.75	4,5,10,13,14,18,19,21,22,23,24,25,26,28,29,34,35,37,39,42,49,50,52,53,54,60,62,63,64,66,67,69,70,71,72,73,74,75,76,77,78,80,83,86,87,88,93,94,95,96,98,103,108,109,110	ب س ط ب غ ي ج و ز ح و ل ذ ر ع ز ي د ش ط ط ص ر ف ط غ ي ع د و ف ر ط ق و ل	kw:excess(77.5108); kw:transgression(55.7051); kw:aggression(44.0082); kw:oppression(43.1696); kw:overreach(36.9273); kw:rhetoric(35.4695); kw:verbosity(34.884); kw:eloquence(30.2314)	ش ط ط:B001:البعد والإفراط في مجاوزة الحد → ف ر ط:B004:مجاوزة الحد والقدر
C046	0.7651	relation / proximity / nearness / adjacency	28	9	14	30	0.06687611	0.3571	1.0	0.6667	2,10,14,15,17,18,24,26,27,28,31,43,44,45,46,50,58,65,73,76,80,81,82,86,90,93,102,104	ب ع د ت ح ت د ن و د و ن ر ه ق ع ن د ق ر ب ل د ن و ل ي	kw:relation(80.2944); kw:proximity(72.3164); kw:nearness(65.2377); kw:adjacency(62.7642); kw:space(52.5526); kw:approach(36.9363); kw:below(36.9273); kw:hierarchy(32.5956)	ق ر ب:B001:الدنو وخلاف البعد → د ن و:B001:القرب والمقاربة
C047	0.7651	disease / face / body_health_life/disease_injury / ailment	45	12	12	16	0.0665225	0.2424	1.0	0.8125	2,4,14,15,17,18,21,22,23,24,28,29,33,36,39,42,45,46,50,51,54,56,57,58,61,62,63,69,70,71,73,74,76,77,79,84,86,90,93,94,102,104,105,106,110	ء خ ذ ح ي ي س د د ش ي ء ع ض د غ ر ب ق ل ب ق و م ك ل ب ل ق ي و ج ه و ر ي	kw:disease(92.0915); kw:face(47.9976); theme:body_health_life/disease_injury(46.113); kw:ailment(44.0082); kw:anatomy(31.3884); kw:body(29.0672); kw:medicine(28.0257); theme:body_health_life/health_medicine(25.2969)	ق ل ب:B011:داء القلب والقلبة → ع ض د:B007:العَضَد داء في عضد البعير
C048	0.7649	chest / body_health_life/anatomy / breast / thorax	23	9	9	12	0.06660435	0.3333	1.0	0.6667	5,13,17,27,31,32,33,34,35,37,39,40,42,45,49,50,54,61,64,79,81,84,107	ب د ل ت ر ب ث م ر ج ن ن ز و ر س ر ب ق ص ص ك ب ر ك ل ل	kw:chest(78.5549); theme:body_health_life/anatomy(73.5041); kw:breast(59.5205); kw:thorax(51.232); kw:sternum(48.7992); kw:torso(48.7992); kw:skeleton(42.9143); kw:bone(38.6317)	ج ن ن:B016:الجناجن عظام الصدر → ك ل ل:B007:الكُلْكُل صدرا
C049	0.7648	ostrich / bird / animal_life/wildlife / taxonomy	37	9	11	14	0.06519807	0.2692	1.0	0.9286	1,5,7,8,12,15,19,21,22,26,29,31,32,33,35,48,49,50,52,55,57,59,60,61,65,66,74,78,80,82,87,90,94,95,96,98,99	ء و ل ج ع ل ج م ع ح ف ف ظ ل م ع ل م غ ل م ن خ ل ن ع م	kw:ostrich(75.5784); kw:bird(46.9162); theme:animal_life/wildlife(44.8111); kw:taxonomy(33.8345); kw:chick(32.1114); kw:male(29.1436); kw:wildlife(27.2163); kw:refuge(26.4674)	ظ ل م:B006:الظليم ذكر النعام → ن ع م:B006:النعام والنعامة الطائر
