left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0993	P1766	0.480182	0.439204	0.481911	0.513715	0.625	0.8	0.75	mutual_knn
P0246	P0856	0.480176	0.407639	0.475215	0.60413	0.7	0.75	0.714286	containment
P0013	P0424	0.480171	0.413012	0.450017	0.568096	0.8	0.666667	0.625	containment
P0449	P0598	0.480167	0.311266	0.469882	0.756381	1.0	0.666667	0.5	containment
P0208	P1135	0.480165	0.442199	0.501654	0.500408	0.555556	1.0	1.0	mutual_knn
P0137	P1163	0.480144	0.350672	0.55319	0.487247	0.8	0.857143	0.666667	mutual_knn
P0868	P0900	0.480144	0.359701	0.402617	0.773625	1.0	0.625	0.571429	mutual_knn
P1420	P1601	0.480139	0.425071	0.521298	0.564022	0.5	0.666667	0.6	mutual_knn
P1486	P1959	0.480133	0.441108	0.495489	0.582132	0.5	0.8	0.75	mutual_knn
P1901	P2430	0.480132	0.451651	0.499363	0.44969	0.571429	0.75	0.666667	mutual_knn
P1013	P1983	0.4801	0.370117	0.498564	0.676221	0.714286	0.8	0.75	mutual_knn
P1091	P1410	0.480089	0.439095	0.46878	0.469945	0.714286	0.666667	0.6	mutual_knn
P2116	P2424	0.480084	0.306468	0.475624	0.757047	1.0	0.75	0.666667	mutual_knn
P0691	P1652	0.480078	0.435066	0.491322	0.49836	0.625	0.833333	0.8	mutual_knn
P0742	P0840	0.480048	0.310583	0.549133	0.70311	0.777778	0.75	0.571429	mutual_knn
P0183	P0453	0.480035	0.390598	0.449158	0.581719	0.888889	0.666667	0.625	containment
P0002	P0648	0.480028	0.374254	0.432923	0.700906	0.9	0.666667	0.625	containment
P0182	P0588	0.480009	0.414589	0.446355	0.572196	0.8	0.666667	0.625	mutual_knn
P1431	P1477	0.480008	0.436285	0.494886	0.479699	0.625	0.666667	0.6	mutual_knn
P0900	P1240	0.479969	0.443918	0.491129	0.483105	0.6	0.714286	0.666667	mutual_knn
P0544	P2371	0.479968	0.467191	0.492062	0.419546	0.555556	1.0	1.0	mutual_knn
P0943	P1990	0.479964	0.446419	0.49784	0.423309	0.625	0.8	0.75	mutual_knn
P0073	P0130	0.479948	0.345105	0.511391	0.638454	0.818182	0.7	0.555556	containment
P0425	P1255	0.479945	0.442569	0.524544	0.527541	0.444444	0.833333	0.8	mutual_knn
P0128	P1243	0.479935	0.42244	0.46457	0.605711	0.666667	0.833333	0.8	containment
P0188	P0404	0.479935	0.422212	0.447298	0.633851	0.7	0.666667	0.625	mutual_knn
P0223	P0552	0.479915	0.38733	0.443754	0.725244	0.777778	0.666667	0.625	containment
P0452	P0684	0.479913	0.396168	0.462182	0.598741	0.8	0.666667	0.625	containment
P0829	P1908	0.479902	0.349147	0.465562	0.765063	0.833333	0.75	0.666667	mutual_knn
P1812	P1992	0.479894	0.297707	0.416932	1.0	1.0	0.6	0.5	mutual_knn
P0713	P0951	0.47988	0.423053	0.498092	0.485079	0.666667	0.714286	0.666667	mutual_knn
P1785	P2407	0.479863	0.471324	0.490899	0.530956	0.428571	0.75	0.666667	mutual_knn
P0941	P1266	0.479858	0.245584	0.538099	0.810107	1.0	0.8	0.5	containment
P0838	P0930	0.479849	0.390678	0.462418	0.588644	0.833333	0.714286	0.666667	mutual_knn
P0147	P0268	0.479839	0.375875	0.409074	0.6752	1.0	0.666667	0.625	containment
P0250	P0512	0.479832	0.407795	0.458127	0.559799	0.8	0.666667	0.625	containment
P0105	P0551	0.479811	0.395337	0.469382	0.558072	0.818182	0.666667	0.625	containment
P1439	P1802	0.479807	0.400444	0.464428	0.703912	0.666667	0.666667	0.6	mutual_knn
P0961	P1174	0.479786	0.281278	0.550751	0.747342	0.857143	0.714286	0.5	mutual_knn
P0767	P1022	0.479775	0.407866	0.464651	0.669405	0.666667	0.714286	0.666667	containment
P0049	P0936	0.479747	0.418171	0.476407	0.58161	0.666667	0.833333	0.8	containment
P0107	P0716	0.479743	0.386472	0.435337	0.716441	0.818182	0.666667	0.625	containment
P0153	P0764	0.479724	0.431833	0.502449	0.495425	0.6	0.75	0.714286	mutual_knn
P0590	P1555	0.479701	0.389229	0.466105	0.636333	0.777778	0.833333	0.8	mutual_knn
P0205	P0832	0.479692	0.304057	0.463959	0.804806	1.0	0.75	0.571429	containment
P0454	P1351	0.479692	0.399429	0.45124	0.64237	0.777778	0.833333	0.8	containment
P0521	P1132	0.479688	0.422137	0.466195	0.551298	0.714286	0.833333	0.8	containment
P0268	P0572	0.479684	0.409834	0.444675	0.61845	0.777778	0.666667	0.625	containment
P1984	P2321	0.479679	0.422454	0.522399	0.495919	0.571429	0.75	0.666667	mutual_knn
P1431	P1620	0.479661	0.428298	0.477226	0.484692	0.714286	0.666667	0.6	mutual_knn
P0474	P0668	0.479656	0.425475	0.45847	0.550001	0.727273	0.666667	0.625	mutual_knn
P0059	P0142	0.479617	0.358307	0.397776	0.791573	1.0	0.6	0.555556	mutual_knn
P1564	P1627	0.479617	0.40153	0.523301	0.491062	0.666667	0.666667	0.6	mutual_knn
P0624	P0709	0.479602	0.31925	0.485434	0.785382	0.875	0.666667	0.5	containment
P0681	P1594	0.47958	0.392406	0.469637	0.608464	0.777778	0.833333	0.8	containment
P0166	P0241	0.479567	0.385796	0.430866	0.551562	1.0	0.666667	0.625	mutual_knn
P0617	P1312	0.479566	0.424749	0.460337	0.673113	0.6	0.833333	0.8	containment
P1043	P1080	0.47955	0.29122	0.544285	0.722864	0.857143	0.714286	0.5	mutual_knn
P1260	P1591	0.479549	0.367126	0.447584	0.743546	0.833333	0.666667	0.6	mutual_knn
P0238	P1417	0.479546	0.426021	0.455344	0.659657	0.625	0.833333	0.8	containment
P0389	P0742	0.479522	0.376724	0.426429	0.607461	1.0	0.666667	0.625	containment
P1244	P1306	0.479516	0.43608	0.494539	0.476913	0.625	0.666667	0.6	mutual_knn
P0899	P1464	0.479506	0.433201	0.50637	0.573362	0.5	0.8	0.75	mutual_knn
P0979	P1043	0.479498	0.346069	0.442344	0.856127	0.833333	0.666667	0.6	mutual_knn
P1360	P1924	0.479487	0.391587	0.53659	0.583236	0.571429	0.8	0.75	mutual_knn
P2081	P2423	0.479475	0.342534	0.460751	0.807378	0.833333	0.75	0.666667	mutual_knn
P0384	P1375	0.479473	0.396727	0.473093	0.603637	0.75	0.833333	0.8	mutual_knn
P0082	P0380	0.479459	0.377287	0.421116	0.722895	0.9	0.666667	0.625	containment
P0867	P1289	0.479431	0.371765	0.453806	0.699713	0.833333	0.666667	0.6	containment
P1079	P1468	0.479431	0.233473	0.548648	0.823414	1.0	0.8	0.5	mutual_knn
P2059	P2480	0.479419	0.359836	0.442667	0.792259	0.833333	0.75	0.666667	mutual_knn
P0568	P0784	0.479379	0.320767	0.481155	0.666294	1.0	0.75	0.571429	mutual_knn
P1177	P1586	0.479354	0.419025	0.488208	0.484919	0.714286	0.8	0.75	mutual_knn
P1033	P1228	0.479352	0.390634	0.434366	0.682053	0.833333	0.666667	0.6	mutual_knn
P0534	P0644	0.479341	0.430354	0.476224	0.553664	0.636364	0.666667	0.625	mutual_knn
P0023	P1626	0.479319	0.462705	0.484767	0.514335	0.5	1.0	1.0	mutual_knn
P0981	P1442	0.479295	0.42771	0.485008	0.456444	0.714286	0.8	0.75	mutual_knn
P0525	P0715	0.47929	0.374753	0.411852	0.765028	0.9	0.666667	0.625	containment
P0591	P0874	0.47927	0.388947	0.463163	0.643586	0.777778	0.75	0.714286	mutual_knn
P0876	P0928	0.479268	0.397629	0.510627	0.501868	0.714286	0.8	0.75	mutual_knn
P0915	P1783	0.479261	0.426758	0.490622	0.583588	0.571429	0.8	0.75	mutual_knn
P1389	P1433	0.479261	0.407375	0.479836	0.446669	0.833333	0.666667	0.6	mutual_knn
P0361	P0611	0.479244	0.396164	0.426891	0.715585	0.8	0.666667	0.625	containment
P0445	P0602	0.479243	0.397561	0.465944	0.5726	0.8	0.666667	0.625	mutual_knn
P0179	P0474	0.479225	0.401636	0.406472	0.653149	0.909091	0.6	0.555556	mutual_knn
P0251	P0953	0.479223	0.403703	0.457858	0.623059	0.75	0.833333	0.8	containment
P0355	P1216	0.479199	0.410028	0.468732	0.556304	0.75	0.833333	0.8	mutual_knn
P1152	P1269	0.47919	0.290486	0.508943	0.703412	1.0	0.714286	0.5	mutual_knn
P0528	P0870	0.479188	0.414666	0.490411	0.482173	0.727273	0.75	0.714286	mutual_knn
P0785	P2282	0.479184	0.423567	0.44644	0.608962	0.714286	0.8	0.75	mutual_knn
P1508	P1606	0.479178	0.462545	0.481656	0.524534	0.5	0.666667	0.6	mutual_knn
P0716	P1169	0.479159	0.436599	0.482499	0.582592	0.555556	1.0	1.0	containment
P1522	P2433	0.479132	0.460603	0.492577	0.566019	0.428571	0.75	0.666667	mutual_knn
P0101	P0432	0.479115	0.382244	0.427029	0.687566	0.888889	0.666667	0.625	containment
P1634	P1646	0.479111	0.370276	0.442004	0.720712	0.857143	0.666667	0.6	mutual_knn
P1797	P2129	0.479109	0.434741	0.429489	0.664882	0.666667	0.6	0.5	mutual_knn
P0429	P1291	0.479106	0.4365	0.465939	0.446024	0.75	0.833333	0.8	mutual_knn
P0241	P0465	0.479079	0.396541	0.433959	0.598613	0.888889	0.666667	0.625	containment
P2002	P2166	0.479065	0.40282	0.480703	0.628833	0.666667	0.6	0.5	mutual_knn
P0740	P1130	0.479055	0.374782	0.445689	0.686972	0.857143	0.666667	0.6	containment
P0269	P1212	0.479024	0.428514	0.463915	0.523938	0.714286	0.833333	0.8	mutual_knn
P0996	P1101	0.479009	0.393535	0.419487	0.693835	0.857143	0.8	0.75	containment
P0972	P1806	0.478994	0.434164	0.467854	0.484426	0.714286	0.8	0.75	mutual_knn
P0447	P0741	0.478992	0.348408	0.540886	0.578982	0.75	0.75	0.571429	containment
P1458	P2141	0.478967	0.292109	0.586637	0.588611	0.833333	0.8	0.5	mutual_knn
P0019	P0479	0.478955	0.392402	0.448305	0.554673	0.9	0.666667	0.625	containment
P0954	P1472	0.47895	0.403308	0.45741	0.707016	0.666667	0.666667	0.6	containment
P0120	P1038	0.478919	0.379558	0.475206	0.70367	0.714286	0.8	0.75	containment
P0811	P1361	0.478905	0.431686	0.436546	0.568557	0.75	0.8	0.75	mutual_knn
P1443	P1605	0.478894	0.386105	0.539228	0.592743	0.571429	0.8	0.75	mutual_knn
P1154	P1289	0.47889	0.373487	0.477423	0.722939	0.714286	0.666667	0.6	mutual_knn
P0002	P0936	0.478879	0.428472	0.478759	0.585016	0.6	0.833333	0.8	containment
P0248	P0658	0.478861	0.403317	0.419009	0.729368	0.777778	0.666667	0.625	containment
P0175	P0346	0.478859	0.354326	0.391229	0.824818	1.0	0.6	0.555556	mutual_knn
P1058	P1998	0.478848	0.438648	0.48385	0.454421	0.666667	0.75	0.666667	mutual_knn
P0879	P1190	0.478847	0.413331	0.527368	0.58269	0.5	0.8	0.75	containment
P0332	P1492	0.478841	0.414617	0.480665	0.573638	0.666667	0.833333	0.8	mutual_knn
P0103	P1365	0.478827	0.44499	0.481552	0.544835	0.555556	1.0	1.0	mutual_knn
P1423	P1501	0.478814	0.407859	0.503404	0.476574	0.714286	0.666667	0.6	mutual_knn
P1930	P2066	0.478809	0.432632	0.425233	0.638645	0.714286	0.6	0.5	mutual_knn
P1186	P1305	0.478808	0.435527	0.491916	0.439837	0.666667	0.666667	0.6	mutual_knn
P0777	P1841	0.478799	0.345966	0.447739	0.664062	1.0	0.666667	0.6	mutual_knn
P0312	P0559	0.478789	0.321997	0.459603	0.730295	1.0	0.666667	0.5	mutual_knn
P1416	P2093	0.478783	0.353611	0.453292	0.776728	0.833333	0.75	0.666667	mutual_knn
P0865	P0978	0.478766	0.404554	0.45558	0.622638	0.75	0.714286	0.666667	mutual_knn
P0080	P0314	0.478757	0.386953	0.41311	0.711511	0.888889	0.6	0.555556	mutual_knn
P0151	P0434	0.478731	0.369722	0.426909	0.629379	1.0	0.6	0.555556	mutual_knn
P0763	P1667	0.478713	0.414077	0.452321	0.673992	0.666667	0.833333	0.8	containment
P0706	P1529	0.47871	0.36655	0.436371	0.753186	0.857143	0.666667	0.6	containment
P1342	P1685	0.478688	0.349404	0.488253	0.672344	0.833333	0.666667	0.6	mutual_knn
P1027	P1183	0.478665	0.400711	0.440515	0.584502	0.857143	0.666667	0.6	mutual_knn
P1081	P1412	0.478649	0.42453	0.493961	0.480577	0.666667	0.666667	0.6	mutual_knn
P0173	P1697	0.478644	0.444245	0.484607	0.491209	0.6	1.0	1.0	mutual_knn
P0791	P1301	0.478644	0.41403	0.478331	0.471372	0.777778	0.833333	0.8	mutual_knn
P0854	P2008	0.478634	0.427839	0.460616	0.623903	0.625	0.8	0.75	mutual_knn
P0482	P0585	0.478629	0.392749	0.438577	0.595009	0.888889	0.666667	0.625	containment
P0051	P0689	0.478608	0.424825	0.495974	0.582901	0.555556	0.833333	0.8	containment
P1745	P2421	0.478592	0.410031	0.472829	0.452546	0.833333	0.75	0.666667	mutual_knn
P1301	P1478	0.478542	0.372049	0.457675	0.652198	0.857143	0.666667	0.6	mutual_knn
P0114	P0516	0.478535	0.397444	0.436534	0.580096	0.888889	0.666667	0.625	containment
P0255	P0335	0.478532	0.371338	0.438894	0.578167	1.0	0.666667	0.625	containment
P0696	P1225	0.478505	0.378642	0.454829	0.614261	0.875	0.833333	0.8	containment
P0048	P0583	0.47849	0.385382	0.441465	0.755558	0.75	0.714286	0.666667	containment
P0435	P2044	0.478468	0.459663	0.468676	0.520274	0.555556	1.0	1.0	mutual_knn
P1128	P1191	0.478455	0.32791	0.415485	0.854757	1.0	0.666667	0.6	containment
P0241	P0736	0.478454	0.387895	0.452242	0.56727	0.888889	0.666667	0.625	containment
P0968	P1995	0.478454	0.355373	0.472726	0.697487	0.833333	0.8	0.75	mutual_knn
P0656	P1275	0.478447	0.421449	0.465028	0.635355	0.625	0.833333	0.8	mutual_knn
P0351	P0974	0.478438	0.378574	0.446911	0.766604	0.75	0.714286	0.666667	containment
P0411	P0606	0.478432	0.255109	0.525714	0.921329	0.875	0.777778	0.5	mutual_knn
P1471	P2452	0.478405	0.414898	0.519919	0.430627	0.666667	0.75	0.666667	mutual_knn
P0302	P0578	0.478401	0.399825	0.431973	0.597897	0.875	0.666667	0.625	mutual_knn
P0246	P0737	0.478395	0.370934	0.42423	0.729943	0.9	0.666667	0.625	containment
P0646	P0993	0.478388	0.404047	0.424553	0.60473	0.875	0.714286	0.666667	mutual_knn
P0454	P1205	0.478384	0.40288	0.441509	0.647822	0.777778	0.833333	0.8	containment
P0342	P0904	0.478381	0.410558	0.447431	0.570291	0.8	0.75	0.714286	containment
P0210	P0432	0.47838	0.37933	0.421235	0.702491	0.9	0.666667	0.625	containment
P0567	P0932	0.478377	0.414953	0.454278	0.626505	0.7	0.833333	0.8	containment
P1941	P2072	0.478371	0.287127	0.426181	1.0	1.0	0.6	0.5	mutual_knn
P0525	P0639	0.478368	0.409276	0.439814	0.60259	0.8	0.666667	0.625	containment
P0392	P1597	0.478364	0.446354	0.488236	0.510665	0.555556	1.0	1.0	mutual_knn
P0380	P0684	0.478362	0.400122	0.463824	0.632413	0.727273	0.666667	0.625	containment
P1268	P2459	0.478358	0.399633	0.424417	0.666442	0.833333	0.75	0.666667	mutual_knn
P0365	P1878	0.478355	0.440379	0.483348	0.554574	0.555556	1.0	1.0	mutual_knn
P0971	P2212	0.478346	0.417991	0.500492	0.525783	0.625	0.8	0.75	mutual_knn
P0035	P0519	0.478345	0.239876	0.52207	0.876763	1.0	0.777778	0.5	containment
P0743	P1020	0.478342	0.441929	0.459687	0.471544	0.714286	0.714286	0.666667	mutual_knn
P1307	P1379	0.478342	0.365064	0.457035	0.68387	0.857143	0.666667	0.6	mutual_knn
P0155	P0215	0.478337	0.331086	0.477276	0.804838	0.818182	0.7	0.555556	containment
P0227	P1968	0.478337	0.454681	0.473015	0.526198	0.555556	1.0	1.0	mutual_knn
P0697	P1414	0.478321	0.383131	0.466068	0.650104	0.777778	0.833333	0.8	containment
P1194	P1862	0.478312	0.424677	0.488557	0.590696	0.571429	0.8	0.75	mutual_knn
P0075	P0349	0.478295	0.373294	0.432259	0.690221	0.9	0.666667	0.625	containment
P0378	P2058	0.478295	0.436684	0.48457	0.521881	0.6	1.0	1.0	mutual_knn
P1965	P2471	0.478295	0.427764	0.526863	0.442567	0.571429	0.75	0.666667	mutual_knn
P0808	P1151	0.478294	0.409528	0.451023	0.647197	0.714286	0.714286	0.666667	mutual_knn
P1059	P1162	0.478224	0.366029	0.411772	0.818905	0.875	0.666667	0.6	mutual_knn
P0002	P1160	0.478214	0.424966	0.495934	0.634025	0.5	0.833333	0.8	containment
P0692	P1198	0.47821	0.408983	0.446754	0.544703	0.833333	0.714286	0.666667	mutual_knn
P1267	P1513	0.478207	0.393215	0.46606	0.756392	0.625	0.666667	0.6	containment
P0969	P1180	0.478159	0.386706	0.48835	0.475043	0.857143	0.666667	0.6	mutual_knn
P0285	P0487	0.478134	0.363865	0.389276	0.881481	0.9	0.666667	0.625	containment
P0397	P1122	0.478128	0.357732	0.570675	0.549124	0.625	0.857143	0.666667	mutual_knn
P0651	P0843	0.478122	0.324133	0.505712	0.677633	0.875	0.75	0.571429	mutual_knn
P1455	P2019	0.478106	0.240352	0.588257	0.807239	0.833333	0.8	0.5	mutual_knn
P1613	P1751	0.478095	0.397954	0.501806	0.519553	0.714286	0.666667	0.6	mutual_knn
P1257	P1414	0.478092	0.404534	0.498906	0.464347	0.75	0.666667	0.6	mutual_knn
P0397	P1912	0.478088	0.450822	0.466087	0.495876	0.625	1.0	1.0	mutual_knn
P0194	P1650	0.478075	0.461538	0.501116	0.449919	0.5	1.0	1.0	mutual_knn
P0049	P1160	0.478073	0.415007	0.493515	0.630334	0.555556	0.833333	0.8	containment
P0107	P0570	0.478052	0.402872	0.450728	0.571868	0.818182	0.666667	0.625	containment
P1076	P1125	0.47802	0.404001	0.540673	0.44484	0.625	0.8	0.75	mutual_knn
P0697	P1245	0.478011	0.404736	0.426947	0.797823	0.666667	0.714286	0.666667	containment
P0973	P1423	0.478002	0.367965	0.431275	0.614711	1.0	0.666667	0.6	mutual_knn
P1043	P2199	0.478002	0.42504	0.492588	0.571852	0.571429	0.8	0.75	containment
P0310	P1111	0.477965	0.453781	0.514016	0.494135	0.444444	0.714286	0.666667	mutual_knn
P1464	P1967	0.477958	0.440549	0.493828	0.568713	0.5	0.8	0.75	mutual_knn
P0342	P0681	0.477942	0.394349	0.44721	0.712344	0.727273	0.666667	0.625	containment
P0109	P0510	0.477917	0.385136	0.438558	0.733327	0.777778	0.666667	0.625	containment
P1025	P1878	0.477907	0.443956	0.478471	0.535187	0.571429	0.8	0.75	mutual_knn
P1195	P2106	0.477894	0.416691	0.518972	0.516002	0.571429	0.8	0.75	mutual_knn
P0291	P0887	0.477867	0.422774	0.504777	0.509468	0.6	0.75	0.714286	mutual_knn
P1068	P1555	0.477865	0.406588	0.450724	0.621467	0.75	0.666667	0.6	mutual_knn
P1603	P1747	0.477864	0.429928	0.516604	0.535849	0.5	0.666667	0.6	mutual_knn
P0635	P1802	0.477861	0.414875	0.470047	0.710949	0.555556	0.833333	0.8	mutual_knn
P1216	P1276	0.477849	0.384897	0.476135	0.665694	0.714286	0.666667	0.6	mutual_knn
P0845	P1505	0.477843	0.340761	0.562473	0.526351	0.75	0.833333	0.6	mutual_knn
P0132	P0548	0.47784	0.390382	0.419595	0.553101	1.0	0.666667	0.625	containment
P0244	P1232	0.477829	0.440477	0.510865	0.452565	0.555556	0.833333	0.8	mutual_knn
P0293	P0723	0.47782	0.378695	0.42607	0.682829	0.9	0.666667	0.625	mutual_knn
P0207	P0227	0.47781	0.38291	0.452413	0.671558	0.8	0.6	0.555556	mutual_knn
P0080	P1298	0.477803	0.431371	0.456095	0.615525	0.625	0.833333	0.8	mutual_knn
P0719	P0914	0.477797	0.432935	0.47605	0.538587	0.625	0.714286	0.666667	mutual_knn
P1140	P1927	0.477793	0.370798	0.532266	0.532117	0.714286	0.8	0.75	mutual_knn
P0153	P0468	0.477778	0.405222	0.47399	0.595311	0.7	0.666667	0.625	containment
P1260	P1472	0.47777	0.392317	0.471655	0.694819	0.666667	0.666667	0.6	mutual_knn
P0349	P0977	0.477749	0.388603	0.458821	0.645127	0.777778	0.833333	0.8	containment
P0926	P1654	0.477739	0.437799	0.493391	0.508996	0.571429	0.8	0.75	mutual_knn
P0215	P0556	0.477721	0.347683	0.406773	0.888934	0.9	0.666667	0.625	containment
P0441	P0603	0.477718	0.401333	0.468579	0.456156	0.875	0.666667	0.625	mutual_knn
P0816	P1145	0.477711	0.396023	0.482114	0.682612	0.625	0.714286	0.666667	containment
P0393	P1784	0.477709	0.444329	0.484727	0.525514	0.555556	1.0	1.0	mutual_knn
P0315	P1286	0.477694	0.440486	0.477356	0.499007	0.625	1.0	1.0	mutual_knn
P0118	P0368	0.477689	0.382795	0.422372	0.67601	0.9	0.666667	0.625	containment
P0666	P0774	0.477686	0.382389	0.465291	0.552587	0.875	0.625	0.571429	mutual_knn
P1398	P2255	0.477668	0.227134	0.594244	0.841387	0.833333	0.8	0.5	mutual_knn
P0509	P0853	0.477666	0.40098	0.44712	0.607334	0.8	0.75	0.714286	mutual_knn
P0888	P0891	0.477654	0.421598	0.47016	0.456008	0.777778	0.714286	0.666667	mutual_knn
P0540	P0867	0.477651	0.405176	0.45773	0.636877	0.714286	0.833333	0.8	containment
P0095	P0335	0.477649	0.393833	0.452392	0.643088	0.777778	0.666667	0.625	containment
P1225	P1699	0.477623	0.358984	0.473997	0.644664	0.857143	0.666667	0.6	mutual_knn
P0015	P0140	0.477604	0.355887	0.499209	0.627318	0.8	0.7	0.555556	containment
P0111	P0348	0.477598	0.365965	0.414914	0.676937	1.0	0.6	0.555556	mutual_knn
P2131	P2440	0.47759	0.324461	0.455257	0.722426	1.0	0.75	0.666667	mutual_knn
P0291	P1592	0.477583	0.452335	0.462334	0.455492	0.666667	1.0	1.0	mutual_knn
P0262	P0651	0.477578	0.321669	0.487426	0.62228	1.0	0.666667	0.5	containment
P0778	P1086	0.477578	0.258378	0.559097	0.822904	0.833333	0.8	0.5	containment
P0618	P0981	0.477564	0.403617	0.468696	0.443927	0.875	0.714286	0.666667	mutual_knn
P0162	P1143	0.477562	0.45255	0.475896	0.406845	0.666667	0.833333	0.8	mutual_knn
P0931	P1769	0.477538	0.41242	0.499789	0.455943	0.714286	0.8	0.75	mutual_knn
P1352	P1621	0.477527	0.385054	0.4697	0.684295	0.714286	0.666667	0.6	mutual_knn
P0103	P0732	0.47752	0.407233	0.447415	0.487815	0.888889	0.666667	0.625	mutual_knn
P0005	P0335	0.477516	0.386621	0.443003	0.595961	0.888889	0.666667	0.625	containment
P0440	P0488	0.47749	0.402061	0.457868	0.635813	0.727273	0.666667	0.625	containment
P0752	P1178	0.477484	0.423644	0.491165	0.524358	0.625	0.714286	0.666667	mutual_knn
P0542	P1006	0.477474	0.389394	0.473179	0.616337	0.75	0.714286	0.666667	containment
P0268	P0396	0.477443	0.382032	0.41827	0.691344	0.9	0.666667	0.625	containment
P0275	P0311	0.477427	0.310588	0.493903	0.647964	1.0	0.7	0.555556	containment
P0773	P0842	0.477406	0.397487	0.432293	0.583456	0.888889	0.625	0.571429	mutual_knn
P0809	P1131	0.477404	0.418192	0.467252	0.631796	0.625	0.714286	0.666667	mutual_knn
P1976	P2206	0.477397	0.382195	0.505487	0.451549	0.833333	0.75	0.666667	mutual_knn
P0078	P1776	0.477379	0.425606	0.444475	0.525124	0.777778	0.833333	0.8	mutual_knn
P1626	P1940	0.477379	0.379272	0.471574	0.416559	1.0	0.6	0.5	mutual_knn
P0428	P1208	0.477356	0.439629	0.527009	0.506255	0.444444	0.833333	0.8	mutual_knn
P0052	P0487	0.477335	0.385137	0.440444	0.680502	0.818182	0.666667	0.625	containment
P0691	P1802	0.47733	0.420532	0.456286	0.65891	0.625	0.833333	0.8	containment
P0976	P1081	0.477317	0.360603	0.413841	0.868677	0.833333	0.666667	0.6	mutual_knn
P0569	P1009	0.477273	0.384824	0.419266	0.82359	0.75	0.714286	0.666667	containment
P0406	P0928	0.477259	0.432568	0.509041	0.488839	0.555556	1.0	1.0	mutual_knn
P0602	P1025	0.477237	0.388808	0.423339	0.791044	0.75	0.714286	0.666667	containment
P0130	P0488	0.477215	0.359369	0.410814	0.717139	1.0	0.666667	0.625	containment
P0206	P0408	0.4772	0.384209	0.437232	0.712746	0.8	0.666667	0.625	containment
P0251	P0656	0.477193	0.423017	0.470653	0.621068	0.6	0.666667	0.625	containment
P0327	P0331	0.477177	0.401695	0.441094	0.520317	0.9	0.6	0.555556	mutual_knn
P0397	P1265	0.477154	0.407613	0.488815	0.601436	0.625	0.833333	0.8	mutual_knn
P0283	P1555	0.477147	0.419875	0.468096	0.543691	0.7	0.833333	0.8	mutual_knn
P0321	P0706	0.477146	0.400372	0.462151	0.574477	0.777778	0.75	0.714286	containment
P0380	P1439	0.47714	0.42155	0.457327	0.718222	0.555556	0.833333	0.8	containment
P0438	P2127	0.477131	0.454222	0.485587	0.527759	0.5	1.0	1.0	mutual_knn
P1036	P1249	0.477105	0.379472	0.44783	0.662688	0.833333	0.666667	0.6	mutual_knn
P0005	P0226	0.477099	0.358905	0.518953	0.561804	0.777778	0.7	0.555556	containment
P0313	P0449	0.47706	0.388554	0.417608	0.560478	1.0	0.666667	0.625	containment
P1114	P1235	0.477041	0.426274	0.51885	0.464772	0.571429	0.666667	0.6	mutual_knn
P0903	P2133	0.477036	0.405727	0.46477	0.603605	0.714286	0.8	0.75	mutual_knn
P0464	P0524	0.477035	0.379818	0.424745	0.674558	0.9	0.666667	0.625	containment
P1156	P1736	0.477032	0.370148	0.464813	0.644473	0.833333	0.666667	0.6	mutual_knn
P2306	P2519	0.477028	0.413479	0.550137	0.555579	0.428571	0.75	0.666667	mutual_knn
P0998	P1043	0.477018	0.296178	0.531541	0.719844	0.857143	0.714286	0.5	containment
P0213	P0648	0.477008	0.389647	0.432225	0.703884	0.8	0.666667	0.625	containment
P1128	P1723	0.477005	0.331549	0.409821	0.8437	1.0	0.666667	0.6	mutual_knn
P0823	P2016	0.477001	0.326932	0.479065	0.788751	0.833333	0.75	0.666667	containment
P0975	P2010	0.476989	0.44961	0.464546	0.549303	0.571429	0.8	0.75	mutual_knn
P0656	P1645	0.476979	0.414084	0.47767	0.484572	0.75	0.833333	0.8	mutual_knn
P0300	P0621	0.476882	0.375745	0.419381	0.710135	0.9	0.666667	0.625	mutual_knn
P0338	P0552	0.476868	0.385557	0.434191	0.736231	0.777778	0.666667	0.625	containment
P1439	P1591	0.476853	0.365447	0.442039	0.743546	0.833333	0.666667	0.6	mutual_knn
P0739	P1447	0.476844	0.290503	0.529521	0.732849	0.875	0.833333	0.6	containment
P0440	P1260	0.476839	0.405065	0.479878	0.710463	0.555556	0.833333	0.8	containment
P1687	P1764	0.476839	0.428597	0.496308	0.531199	0.571429	0.666667	0.6	mutual_knn
P0977	P1225	0.476838	0.369145	0.469297	0.714683	0.75	0.666667	0.6	containment
P0837	P1669	0.476831	0.311022	0.532036	0.792304	0.714286	0.833333	0.6	mutual_knn
P1179	P2564	0.476811	0.376776	0.442262	0.691368	0.833333	0.75	0.666667	mutual_knn
P0291	P1265	0.476802	0.405096	0.500617	0.637375	0.555556	0.833333	0.8	containment
P1004	P1668	0.476787	0.426518	0.480775	0.451538	0.714286	0.8	0.75	mutual_knn
P0783	P1441	0.476785	0.409435	0.51435	0.553737	0.571429	0.8	0.75	containment
P1808	P2488	0.476765	0.340896	0.465074	0.772526	0.833333	0.75	0.666667	mutual_knn
P0095	P0797	0.476758	0.424618	0.480445	0.55024	0.625	1.0	1.0	containment
