left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0773	P0953	0.546034	0.469194	0.530144	0.743463	0.75	0.833333	0.8	mutual_knn
P0347	P0731	0.546031	0.385256	0.553616	0.879909	0.909091	0.777778	0.625	mutual_knn
P1114	P2294	0.546028	0.487358	0.585203	0.552293	0.666667	0.8	0.75	mutual_knn
P0368	P1556	0.546027	0.51961	0.569791	0.572197	0.555556	1.0	1.0	mutual_knn
P1045	P1396	0.546023	0.505963	0.55715	0.519081	0.714286	0.8	0.75	mutual_knn
P1267	P1581	0.54601	0.504157	0.575392	0.552524	0.625	0.8	0.75	mutual_knn
P0262	P1041	0.545988	0.490832	0.532089	0.513825	0.875	0.857143	0.833333	mutual_knn
P1546	P1820	0.545973	0.525413	0.5381	0.497736	0.714286	0.8	0.75	mutual_knn
P0015	P0122	0.545965	0.380805	0.541738	0.849944	1.0	0.7	0.555556	mutual_knn
P1612	P2011	0.545942	0.474914	0.586476	0.602975	0.666667	0.8	0.75	mutual_knn
P0037	P0460	0.545937	0.481933	0.519606	0.672053	0.8	0.7	0.666667	mutual_knn
P0142	P0332	0.545921	0.495832	0.50542	0.640814	0.818182	0.7	0.666667	mutual_knn
P0769	P1318	0.545911	0.496222	0.569169	0.519733	0.714286	0.833333	0.8	mutual_knn
P0651	P0842	0.545863	0.48459	0.530348	0.532872	0.888889	0.75	0.714286	mutual_knn
P0774	P1160	0.545863	0.454639	0.554508	0.757689	0.714286	0.833333	0.8	mutual_knn
P1147	P2334	0.545851	0.469651	0.499821	0.738563	0.857143	0.8	0.75	mutual_knn
P0159	P0228	0.545826	0.477396	0.514087	0.510672	1.0	0.7	0.666667	mutual_knn
P0927	P0943	0.545778	0.513556	0.567727	0.493069	0.666667	0.714286	0.666667	mutual_knn
P0647	P1392	0.545768	0.43475	0.526212	0.802424	0.857143	0.8	0.75	mutual_knn
P0376	P0945	0.54575	0.507001	0.537746	0.516104	0.777778	0.857143	0.833333	mutual_knn
P0068	P0350	0.545732	0.480284	0.534734	0.624472	0.8	0.7	0.666667	mutual_knn
P0115	P0173	0.54572	0.492237	0.539783	0.534713	0.818182	0.7	0.666667	mutual_knn
P0421	P0779	0.545689	0.491912	0.523471	0.553992	0.857143	0.75	0.714286	mutual_knn
P0313	P0513	0.545684	0.397862	0.560298	0.70542	1.0	0.777778	0.625	mutual_knn
P0086	P0370	0.54565	0.399211	0.565311	0.68146	1.0	0.7	0.555556	mutual_knn
P0518	P1852	0.545643	0.522038	0.555958	0.536405	0.625	1.0	1.0	mutual_knn
P1257	P1725	0.545641	0.512001	0.545345	0.529411	0.714286	0.8	0.75	mutual_knn
P0643	P0799	0.54564	0.489983	0.551796	0.570189	0.75	0.75	0.714286	mutual_knn
P0494	P0522	0.545624	0.496057	0.561686	0.591422	0.666667	0.777778	0.75	mutual_knn
P0740	P1821	0.545602	0.438898	0.511804	0.832527	0.857143	0.8	0.75	mutual_knn
P0005	P0033	0.545597	0.473973	0.524546	0.598286	0.888889	0.7	0.666667	mutual_knn
P0884	P1195	0.545586	0.429595	0.515287	0.862034	0.857143	0.714286	0.666667	mutual_knn
P0114	P0273	0.545578	0.522945	0.545017	0.528298	0.666667	0.777778	0.75	mutual_knn
P0373	P0500	0.545562	0.449543	0.49766	0.790864	0.9	0.7	0.666667	mutual_knn
P0366	P0553	0.545557	0.364383	0.544747	0.909233	1.0	0.777778	0.625	mutual_knn
P0908	P2441	0.545544	0.409301	0.515706	0.808614	1.0	0.75	0.666667	mutual_knn
P1104	P1769	0.545519	0.486046	0.599605	0.54437	0.625	0.8	0.75	mutual_knn
P0733	P1202	0.545503	0.490168	0.546065	0.50471	0.833333	0.833333	0.8	mutual_knn
P0493	P0778	0.545498	0.504369	0.554134	0.53157	0.714286	1.0	1.0	mutual_knn
P0383	P1242	0.545487	0.498851	0.57304	0.579402	0.625	1.0	1.0	mutual_knn
P1305	P1859	0.545446	0.504854	0.57223	0.513144	0.666667	0.8	0.75	mutual_knn
P1534	P2022	0.545445	0.473045	0.545323	0.583788	0.833333	0.8	0.75	mutual_knn
P0186	P0384	0.545418	0.497136	0.530157	0.661521	0.7	0.7	0.666667	mutual_knn
P1337	P2245	0.545333	0.518419	0.567391	0.563151	0.571429	0.8	0.75	mutual_knn
P0071	P0734	0.545319	0.516832	0.589699	0.507944	0.555556	1.0	1.0	mutual_knn
P0569	P0611	0.545314	0.448082	0.470525	0.789935	1.0	0.666667	0.625	mutual_knn
P0785	P0958	0.545299	0.442129	0.511439	0.673371	1.0	0.714286	0.666667	mutual_knn
P0011	P0360	0.545296	0.493457	0.548133	0.513939	0.8	0.7	0.666667	mutual_knn
P0624	P0877	0.545267	0.508195	0.556813	0.502667	0.714286	1.0	1.0	mutual_knn
P1064	P1762	0.545254	0.50898	0.584106	0.54633	0.571429	0.8	0.75	mutual_knn
P0667	P1576	0.545225	0.496694	0.556884	0.553742	0.714286	0.833333	0.8	mutual_knn
P1172	P1300	0.545199	0.399254	0.472957	1.0	1.0	0.666667	0.6	mutual_knn
P0168	P0177	0.545198	0.50939	0.532552	0.518018	0.777778	0.7	0.666667	mutual_knn
P1387	P1683	0.545192	0.448442	0.500875	0.680869	1.0	0.666667	0.6	mutual_knn
P0493	P1753	0.545188	0.508535	0.543916	0.545478	0.714286	1.0	1.0	mutual_knn
P0038	P0576	0.545174	0.424573	0.594926	0.549825	0.909091	0.777778	0.625	mutual_knn
P1747	P1911	0.545148	0.479034	0.612672	0.580048	0.571429	0.8	0.75	mutual_knn
P0629	P2074	0.54513	0.50926	0.567769	0.50577	0.666667	1.0	1.0	mutual_knn
P1302	P1914	0.545109	0.429215	0.541693	0.790367	0.833333	0.8	0.75	mutual_knn
P0057	P0276	0.545079	0.457996	0.501865	0.633278	1.0	0.7	0.666667	mutual_knn
P0194	P0500	0.545078	0.470681	0.524729	0.677979	0.818182	0.7	0.666667	mutual_knn
P0891	P1353	0.54507	0.476633	0.522835	0.725935	0.75	0.833333	0.8	mutual_knn
P0306	P0697	0.545068	0.491589	0.543404	0.536611	0.8	0.777778	0.75	mutual_knn
P0112	P0337	0.545059	0.47958	0.513335	0.595809	0.9	0.7	0.666667	mutual_knn
P0113	P0132	0.545055	0.461149	0.497845	0.632926	1.0	0.7	0.666667	mutual_knn
P0049	P0666	0.545042	0.461706	0.536351	0.606625	0.888889	0.75	0.714286	mutual_knn
P0835	P1073	0.545016	0.524131	0.56839	0.546647	0.555556	0.833333	0.8	mutual_knn
P0954	P1236	0.544993	0.407569	0.461676	1.0	1.0	0.666667	0.6	mutual_knn
P0083	P0615	0.544985	0.45968	0.511053	0.814823	0.777778	0.7	0.666667	mutual_knn
P0879	P1832	0.544983	0.429534	0.523134	0.82881	0.857143	0.8	0.75	mutual_knn
P0554	P1532	0.544959	0.52793	0.534338	0.537053	0.666667	1.0	1.0	mutual_knn
P0720	P0867	0.544929	0.447901	0.523486	0.768199	0.833333	0.833333	0.8	mutual_knn
P1374	P1648	0.54491	0.510533	0.570306	0.530627	0.625	0.8	0.75	mutual_knn
P0944	P0978	0.54489	0.473131	0.524216	0.735054	0.75	0.714286	0.666667	mutual_knn
P0022	P0105	0.544842	0.486348	0.509477	0.658505	0.818182	0.7	0.666667	mutual_knn
P0152	P0586	0.544842	0.502202	0.516016	0.604674	0.777778	0.777778	0.75	mutual_knn
P0168	P0313	0.544836	0.493956	0.511356	0.658035	0.777778	0.7	0.666667	mutual_knn
P1130	P1143	0.544829	0.456958	0.491424	0.671994	1.0	0.666667	0.6	mutual_knn
P1376	P1938	0.544826	0.514914	0.567575	0.519631	0.625	0.8	0.75	mutual_knn
P1492	P1792	0.54481	0.519785	0.579755	0.508499	0.571429	0.8	0.75	mutual_knn
P0214	P1195	0.544794	0.525261	0.563599	0.511665	0.6	0.857143	0.833333	mutual_knn
P1631	P1800	0.544788	0.459477	0.573775	0.538689	0.833333	0.8	0.75	mutual_knn
P0536	P1282	0.54474	0.504441	0.538243	0.543565	0.75	1.0	1.0	mutual_knn
P0033	P0255	0.544725	0.454942	0.519669	0.581174	1.0	0.7	0.666667	mutual_knn
P0209	P0564	0.544706	0.403499	0.579039	0.604673	1.0	0.777778	0.625	mutual_knn
P0063	P0445	0.544693	0.468588	0.488107	0.811733	0.818182	0.7	0.666667	mutual_knn
P0662	P0796	0.544665	0.484396	0.549597	0.718277	0.625	0.75	0.714286	mutual_knn
P1382	P1592	0.544655	0.521781	0.555543	0.52914	0.625	0.8	0.75	mutual_knn
P0197	P0491	0.544653	0.502871	0.534618	0.512448	0.8	0.777778	0.75	mutual_knn
P0824	P1041	0.544642	0.431985	0.467774	0.865285	1.0	0.714286	0.666667	mutual_knn
P1653	P1718	0.544639	0.508037	0.56757	0.602303	0.571429	0.8	0.75	mutual_knn
P0061	P0593	0.544622	0.470443	0.517307	0.518653	1.0	0.777778	0.75	mutual_knn
P0395	P0531	0.544602	0.503189	0.542659	0.615697	0.666667	0.777778	0.75	mutual_knn
P0333	P0594	0.544589	0.447829	0.495601	0.807163	0.888889	0.7	0.666667	mutual_knn
P0780	P1281	0.544562	0.49131	0.573191	0.514274	0.714286	0.833333	0.8	mutual_knn
P0486	P2027	0.544533	0.520853	0.544083	0.572202	0.625	1.0	1.0	mutual_knn
P1232	P1471	0.544529	0.515856	0.55671	0.508785	0.666667	0.8	0.75	mutual_knn
P1474	P2104	0.544508	0.49673	0.538262	0.492542	0.833333	0.8	0.75	mutual_knn
P0755	P1010	0.544491	0.467921	0.513976	0.651463	0.888889	0.714286	0.666667	mutual_knn
P0639	P1779	0.544469	0.523535	0.554115	0.524375	0.625	1.0	1.0	mutual_knn
P0517	P1496	0.54446	0.525965	0.549168	0.530667	0.625	1.0	1.0	mutual_knn
P0221	P0280	0.544447	0.467886	0.515679	0.534101	1.0	0.7	0.666667	mutual_knn
P0768	P1000	0.544408	0.435738	0.473386	0.826407	1.0	0.714286	0.666667	mutual_knn
P1724	P2495	0.544392	0.435868	0.497383	0.74167	1.0	0.75	0.666667	mutual_knn
P1615	P1793	0.544331	0.467701	0.548015	0.563455	0.857143	0.8	0.75	mutual_knn
P0793	P1267	0.54432	0.476006	0.558419	0.489563	0.857143	0.8	0.75	mutual_knn
P1177	P1821	0.544309	0.517109	0.544943	0.494507	0.714286	0.8	0.75	mutual_knn
P0859	P1528	0.544294	0.484864	0.54635	0.5155	0.833333	0.8	0.75	mutual_knn
P0055	P0281	0.544278	0.468684	0.498147	0.790191	0.8	0.7	0.666667	mutual_knn
P0010	P0160	0.544272	0.474601	0.534063	0.637793	0.8	0.7	0.666667	containment
P0027	P0489	0.544271	0.491308	0.529632	0.600337	0.777778	0.777778	0.75	mutual_knn
P0664	P0820	0.54425	0.485851	0.581515	0.595872	0.625	1.0	1.0	mutual_knn
P1160	P1858	0.544245	0.46953	0.59211	0.590511	0.666667	0.8	0.75	mutual_knn
P0057	P0431	0.544196	0.376006	0.612818	0.705066	0.9	0.777778	0.625	mutual_knn
P0201	P0873	0.544181	0.51014	0.579699	0.561679	0.555556	0.857143	0.833333	mutual_knn
P1346	P1908	0.544172	0.511663	0.541352	0.530214	0.714286	0.8	0.75	mutual_knn
P0685	P1205	0.544165	0.498981	0.550582	0.491425	0.777778	0.833333	0.8	mutual_knn
P1134	P1968	0.54415	0.518313	0.542788	0.637906	0.571429	0.8	0.75	mutual_knn
P0034	P0262	0.544147	0.490752	0.521365	0.630529	0.777778	0.7	0.666667	mutual_knn
P0712	P2089	0.544137	0.504849	0.545867	0.634013	0.625	1.0	1.0	mutual_knn
P0208	P0503	0.544126	0.406212	0.584247	0.668445	0.9	0.777778	0.625	mutual_knn
P0028	P0249	0.544121	0.465493	0.508754	0.656764	0.909091	0.7	0.666667	mutual_knn
P1664	P1891	0.544081	0.491899	0.57011	0.517599	0.714286	0.8	0.75	mutual_knn
P1167	P2053	0.544061	0.522822	0.548007	0.598462	0.571429	0.8	0.75	mutual_knn
P0271	P0376	0.544047	0.481651	0.516695	0.664607	0.8	0.7	0.666667	mutual_knn
P0052	P0685	0.544043	0.471227	0.489249	0.789362	0.818182	0.75	0.714286	mutual_knn
P0064	P0552	0.544029	0.497696	0.544669	0.627656	0.666667	0.777778	0.75	mutual_knn
P0867	P1734	0.544018	0.492634	0.575408	0.542731	0.666667	0.8	0.75	mutual_knn
P1134	P1988	0.544017	0.476186	0.537533	0.582638	0.833333	0.8	0.75	mutual_knn
P1203	P1575	0.543992	0.504352	0.508516	0.533385	0.857143	0.8	0.75	mutual_knn
P1267	P1295	0.543989	0.409668	0.45611	1.0	1.0	0.666667	0.6	mutual_knn
P0029	P0080	0.543966	0.496586	0.512843	0.710068	0.7	0.7	0.666667	mutual_knn
P0870	P1765	0.54394	0.481385	0.549957	0.570539	0.777778	0.833333	0.8	mutual_knn
P0408	P0728	0.543917	0.453394	0.522353	0.695661	0.875	0.75	0.714286	mutual_knn
P0301	P0452	0.54385	0.479393	0.553616	0.543578	0.8	0.777778	0.75	mutual_knn
P1241	P2304	0.543833	0.530702	0.53836	0.499245	0.666667	0.8	0.75	mutual_knn
P0028	P0077	0.543819	0.4771	0.508481	0.611559	0.9	0.7	0.666667	mutual_knn
P0008	P0437	0.543799	0.513005	0.547303	0.547246	0.666667	0.777778	0.75	mutual_knn
P1057	P1108	0.543771	0.477144	0.553103	0.521369	0.833333	0.8	0.75	mutual_knn
P0033	P0039	0.543762	0.477704	0.518298	0.585015	0.888889	0.7	0.666667	containment
P0205	P0621	0.543758	0.430917	0.454094	0.909125	1.0	0.666667	0.625	mutual_knn
P0877	P1305	0.543735	0.509462	0.561688	0.512194	0.666667	0.8	0.75	mutual_knn
P0262	P0945	0.54373	0.476308	0.546031	0.507811	0.875	0.857143	0.833333	mutual_knn
P0683	P1420	0.543714	0.499543	0.530795	0.664747	0.666667	0.833333	0.8	mutual_knn
P0680	P0803	0.54369	0.484338	0.56753	0.521019	0.75	0.75	0.714286	mutual_knn
P0864	P1026	0.543688	0.493812	0.556711	0.551948	0.714286	0.833333	0.8	mutual_knn
P0431	P1124	0.543649	0.505588	0.572156	0.603245	0.555556	1.0	1.0	mutual_knn
P0894	P1880	0.543629	0.471251	0.560784	0.519578	0.833333	0.8	0.75	mutual_knn
P0020	P0392	0.543624	0.487575	0.519304	0.624585	0.8	0.7	0.666667	containment
P0116	P0608	0.54359	0.522861	0.553202	0.546819	0.6	0.777778	0.75	mutual_knn
P1079	P1888	0.543571	0.423127	0.525626	0.85861	0.833333	0.8	0.75	mutual_knn
P0001	P0009	0.54357	0.456282	0.479133	0.805464	0.9	0.7	0.666667	containment
P0229	P0923	0.54353	0.489161	0.524787	0.522323	0.875	0.857143	0.833333	mutual_knn
P0706	P1060	0.543523	0.442952	0.527767	0.737619	0.857143	0.833333	0.8	mutual_knn
P0161	P0373	0.543467	0.481347	0.52416	0.706779	0.727273	0.7	0.666667	mutual_knn
P0832	P1295	0.543449	0.469233	0.520161	0.724602	0.777778	0.833333	0.8	mutual_knn
P0184	P0364	0.543442	0.407437	0.578139	0.688577	0.888889	0.777778	0.625	mutual_knn
P0709	P0733	0.54343	0.466003	0.543614	0.684643	0.75	0.75	0.714286	mutual_knn
P1326	P1402	0.543423	0.488293	0.545125	0.495643	0.833333	0.8	0.75	mutual_knn
P1446	P2021	0.543415	0.502513	0.538677	0.620805	0.666667	0.8	0.75	mutual_knn
P1055	P1334	0.543406	0.496737	0.590054	0.56213	0.571429	0.8	0.75	mutual_knn
P0414	P1411	0.543383	0.458212	0.551742	0.607447	0.833333	0.8	0.75	mutual_knn
P1700	P1882	0.543368	0.499199	0.539153	0.466913	0.833333	0.8	0.75	mutual_knn
P0605	P0792	0.543328	0.480206	0.548072	0.654105	0.7	0.75	0.714286	mutual_knn
P0100	P0878	0.543319	0.504815	0.540575	0.519513	0.75	1.0	1.0	mutual_knn
P1317	P1454	0.543311	0.521974	0.543976	0.513641	0.666667	0.8	0.75	mutual_knn
P0019	P0041	0.54329	0.468414	0.484141	0.630544	1.0	0.7	0.666667	mutual_knn
P0001	P0029	0.543263	0.453375	0.485185	0.794298	0.9	0.7	0.666667	containment
P1262	P1882	0.543245	0.521559	0.553171	0.524335	0.625	0.8	0.75	mutual_knn
P0107	P0415	0.543233	0.479645	0.486525	0.661999	0.909091	0.7	0.666667	mutual_knn
P1603	P2040	0.543231	0.495548	0.586595	0.577834	0.571429	0.8	0.75	mutual_knn
P1153	P1754	0.543218	0.499112	0.560802	0.556704	0.666667	0.8	0.75	mutual_knn
P1606	P2172	0.543209	0.534662	0.5489	0.60496	0.5	0.8	0.75	mutual_knn
P1450	P1793	0.543192	0.486691	0.562499	0.558776	0.714286	0.8	0.75	mutual_knn
P0122	P0388	0.54318	0.492817	0.52796	0.566266	0.8	0.7	0.666667	mutual_knn
P0740	P0849	0.543177	0.457733	0.512261	0.704059	0.875	0.833333	0.8	mutual_knn
P1300	P2036	0.543143	0.434436	0.517568	0.807835	0.857143	0.8	0.75	mutual_knn
P0878	P1057	0.543135	0.476783	0.572823	0.566658	0.714286	0.8	0.75	mutual_knn
P0543	P0738	0.543097	0.504305	0.544561	0.555637	0.7	0.75	0.714286	mutual_knn
P1611	P1954	0.543008	0.505856	0.565783	0.548492	0.625	0.8	0.75	mutual_knn
P1534	P2207	0.543004	0.476506	0.545699	0.542488	0.833333	0.8	0.75	mutual_knn
P1548	P1831	0.543	0.504249	0.564125	0.519773	0.666667	0.8	0.75	mutual_knn
P0411	P0674	0.542972	0.516111	0.559311	0.54963	0.6	0.777778	0.75	mutual_knn
P0121	P0273	0.542936	0.507218	0.528111	0.520713	0.777778	0.777778	0.75	mutual_knn
P0910	P1212	0.542918	0.476663	0.559939	0.491074	0.833333	0.8	0.75	mutual_knn
P0157	P0225	0.542912	0.482795	0.527292	0.511022	0.9	0.7	0.666667	mutual_knn
P0905	P2206	0.542912	0.512859	0.533027	0.541377	0.714286	1.0	1.0	mutual_knn
P0030	P0465	0.542898	0.479137	0.512255	0.679971	0.8	0.777778	0.75	mutual_knn
P0021	P0047	0.54289	0.489807	0.558257	0.570874	0.7	0.7	0.666667	mutual_knn
P0011	P0316	0.542863	0.474027	0.514031	0.496396	1.0	0.7	0.666667	mutual_knn
P0160	P0170	0.542863	0.507338	0.551466	0.515484	0.7	0.7	0.666667	mutual_knn
P0681	P0844	0.542829	0.460811	0.548349	0.735413	0.7	0.75	0.714286	mutual_knn
P0858	P1014	0.542798	0.447991	0.485205	0.856663	0.857143	0.714286	0.666667	mutual_knn
P1385	P1923	0.542788	0.468567	0.513732	0.521267	1.0	0.8	0.75	mutual_knn
P0881	P1148	0.542785	0.505929	0.549046	0.515219	0.714286	0.833333	0.8	mutual_knn
P1464	P2036	0.542771	0.524106	0.550245	0.518373	0.625	0.8	0.75	mutual_knn
P0026	P0035	0.542752	0.452343	0.491326	0.783441	0.888889	0.7	0.666667	mutual_knn
P0223	P0383	0.542729	0.412161	0.567279	0.698197	0.888889	0.777778	0.625	mutual_knn
P0634	P0837	0.542693	0.482804	0.516907	0.667364	0.777778	0.75	0.714286	mutual_knn
P0299	P0581	0.542663	0.479631	0.491961	0.74643	0.8	0.666667	0.625	mutual_knn
P1204	P1316	0.542639	0.46099	0.552988	0.583141	0.833333	0.8	0.75	mutual_knn
P1558	P2006	0.542639	0.480795	0.593133	0.561848	0.625	0.8	0.75	mutual_knn
P1750	P2026	0.542618	0.467752	0.558636	0.532738	0.833333	0.8	0.75	mutual_knn
P0533	P0992	0.542586	0.479285	0.581713	0.518794	0.714286	1.0	1.0	mutual_knn
P0006	P0572	0.542583	0.510228	0.537323	0.549175	0.7	0.777778	0.75	mutual_knn
P1481	P1966	0.542547	0.517757	0.556045	0.577977	0.571429	0.8	0.75	mutual_knn
P0036	P0907	0.542545	0.51648	0.546084	0.523333	0.666667	0.857143	0.833333	mutual_knn
P0591	P0604	0.542536	0.497555	0.570935	0.551723	0.636364	0.777778	0.75	mutual_knn
P0284	P0639	0.542514	0.493267	0.532243	0.54259	0.8	0.777778	0.75	mutual_knn
P0681	P1597	0.54251	0.503942	0.575431	0.587792	0.555556	1.0	1.0	mutual_knn
P1253	P1277	0.542456	0.461445	0.536678	0.719687	0.75	0.714286	0.666667	mutual_knn
P0444	P1325	0.542449	0.508202	0.572408	0.578596	0.555556	1.0	1.0	mutual_knn
P0153	P0409	0.542405	0.407294	0.596288	0.72644	0.777778	0.777778	0.625	mutual_knn
P0039	P0187	0.54239	0.472066	0.515794	0.694327	0.8	0.7	0.666667	containment
P0095	P0226	0.542381	0.497478	0.52177	0.692293	0.666667	0.7	0.666667	mutual_knn
P1070	P1198	0.542378	0.469668	0.542265	0.579009	0.833333	0.714286	0.666667	mutual_knn
P0020	P0158	0.542291	0.460993	0.498952	0.802112	0.8	0.7	0.666667	containment
P1708	P1921	0.542267	0.498153	0.567548	0.527894	0.666667	0.8	0.75	mutual_knn
P0647	P1555	0.542254	0.430265	0.519932	0.809435	0.857143	0.8	0.75	mutual_knn
P0186	P1013	0.542241	0.501426	0.534887	0.516115	0.777778	0.857143	0.833333	mutual_knn
P0380	P1788	0.542205	0.510555	0.561769	0.602811	0.555556	1.0	1.0	mutual_knn
P2054	P2497	0.542201	0.503173	0.530788	0.466639	0.833333	0.75	0.666667	mutual_knn
P0543	P0573	0.542164	0.460515	0.504605	0.783201	0.8	0.666667	0.625	mutual_knn
P0055	P0239	0.542118	0.476874	0.518578	0.660222	0.8	0.7	0.666667	mutual_knn
P0268	P0719	0.542106	0.490247	0.521804	0.499744	0.888889	0.75	0.714286	mutual_knn
P0027	P0189	0.542088	0.471417	0.52002	0.679439	0.8	0.7	0.666667	mutual_knn
P0457	P0729	0.542087	0.487187	0.517001	0.544027	0.875	0.75	0.714286	mutual_knn
P0813	P1346	0.542086	0.513956	0.52403	0.523961	0.75	0.833333	0.8	mutual_knn
P0429	P0540	0.542079	0.446007	0.496666	0.800427	0.875	0.666667	0.625	mutual_knn
P1003	P1655	0.542056	0.490701	0.551102	0.569262	0.714286	1.0	1.0	mutual_knn
P1654	P1739	0.542041	0.48617	0.571817	0.56462	0.666667	0.8	0.75	mutual_knn
P0073	P0407	0.541982	0.455337	0.52213	0.643349	0.9	0.7	0.666667	mutual_knn
P1079	P1745	0.541966	0.515717	0.537863	0.502132	0.714286	0.8	0.75	mutual_knn
P2229	P2446	0.541937	0.479137	0.508213	0.484507	1.0	0.75	0.666667	mutual_knn
P0058	P0236	0.541925	0.484969	0.497576	0.495376	1.0	0.7	0.666667	mutual_knn
P0142	P0285	0.541883	0.479494	0.49638	0.614682	0.909091	0.7	0.666667	containment
P0189	P0445	0.541841	0.484159	0.533201	0.646217	0.727273	0.7	0.666667	mutual_knn
P0373	P0409	0.54184	0.511806	0.552046	0.583116	0.6	0.777778	0.75	mutual_knn
P0068	P0339	0.541801	0.479049	0.526817	0.52954	0.888889	0.7	0.666667	mutual_knn
P1117	P1887	0.541782	0.48091	0.570647	0.542172	0.714286	0.8	0.75	mutual_knn
P0117	P0568	0.541778	0.505312	0.514312	0.543783	0.8	0.777778	0.75	mutual_knn
P0796	P1305	0.541735	0.50993	0.575519	0.536918	0.571429	0.833333	0.8	mutual_knn
P0172	P0482	0.541727	0.490027	0.523206	0.680926	0.7	0.7	0.666667	mutual_knn
P0984	P1033	0.54171	0.50039	0.54334	0.54937	0.714286	0.714286	0.666667	mutual_knn
P0475	P0871	0.541709	0.480991	0.55231	0.605262	0.714286	0.833333	0.8	mutual_knn
P0484	P1139	0.541657	0.494386	0.523815	0.644192	0.714286	0.833333	0.8	mutual_knn
P1165	P2182	0.541652	0.522176	0.556127	0.548857	0.571429	0.8	0.75	mutual_knn
P0636	P0803	0.541651	0.494864	0.573252	0.516577	0.666667	0.75	0.714286	mutual_knn
P0085	P0550	0.541646	0.479126	0.549677	0.536521	0.8	0.777778	0.75	mutual_knn
P0221	P0376	0.541642	0.482044	0.52593	0.51758	0.888889	0.7	0.666667	mutual_knn
P0076	P0109	0.541633	0.484423	0.511777	0.667431	0.777778	0.7	0.666667	mutual_knn
P0552	P0728	0.541627	0.512732	0.571664	0.5526	0.555556	0.75	0.714286	mutual_knn
P0640	P0790	0.54161	0.470777	0.537705	0.665629	0.75	0.75	0.714286	mutual_knn
P0117	P0138	0.541608	0.36965	0.555631	0.807949	1.0	0.7	0.555556	mutual_knn
P1578	P1659	0.541583	0.494392	0.526932	0.51347	0.833333	0.8	0.75	mutual_knn
P0004	P0191	0.541559	0.486163	0.540965	0.516303	0.818182	0.7	0.666667	mutual_knn
P0094	P0360	0.541522	0.485458	0.543472	0.528507	0.8	0.7	0.666667	mutual_knn
P0802	P1541	0.541522	0.460015	0.551604	0.539538	0.875	0.833333	0.8	mutual_knn
P0354	P0355	0.541499	0.482634	0.515041	0.66272	0.777778	0.7	0.666667	mutual_knn
P0602	P0826	0.541492	0.515989	0.546097	0.481635	0.7	0.75	0.714286	mutual_knn
P0979	P1684	0.541457	0.499997	0.562207	0.530199	0.666667	0.8	0.75	mutual_knn
P0089	P0373	0.541424	0.48829	0.510001	0.631937	0.8	0.7	0.666667	mutual_knn
P0042	P0476	0.541422	0.484112	0.50999	0.672977	0.777778	0.777778	0.75	mutual_knn
P0774	P1276	0.541393	0.514494	0.55836	0.519443	0.625	0.833333	0.8	mutual_knn
P1216	P1928	0.54139	0.485658	0.574833	0.50224	0.714286	0.8	0.75	mutual_knn
P1389	P1779	0.541372	0.514224	0.557494	0.481814	0.666667	0.8	0.75	mutual_knn
P1280	P1463	0.541368	0.480778	0.566198	0.554204	0.714286	0.8	0.75	mutual_knn
P1073	P1861	0.541355	0.499244	0.569484	0.602329	0.571429	0.8	0.75	mutual_knn
P0005	P0047	0.541338	0.46669	0.525977	0.583468	0.888889	0.7	0.666667	containment
P1351	P2189	0.541336	0.491314	0.53873	0.602606	0.714286	0.8	0.75	mutual_knn
P0232	P0306	0.541327	0.49193	0.504554	0.633646	0.8	0.7	0.666667	mutual_knn
P0315	P0609	0.541308	0.41209	0.562134	0.716211	0.875	0.777778	0.625	mutual_knn
P0330	P0389	0.541306	0.51824	0.528936	0.502435	0.727273	0.7	0.666667	mutual_knn
P0350	P0975	0.5413	0.506431	0.537776	0.585182	0.666667	0.857143	0.833333	mutual_knn
P1467	P2102	0.5413	0.513641	0.566311	0.548096	0.571429	0.8	0.75	mutual_knn
P1504	P2059	0.541288	0.48846	0.5792	0.562612	0.625	0.8	0.75	mutual_knn
P1614	P2172	0.541279	0.53053	0.553866	0.586876	0.5	0.8	0.75	mutual_knn
P0589	P1602	0.541247	0.502876	0.561369	0.559737	0.625	1.0	1.0	mutual_knn
P0425	P1007	0.541232	0.489839	0.576107	0.566666	0.625	1.0	1.0	mutual_knn
P1283	P2021	0.541229	0.511468	0.549131	0.617293	0.571429	0.8	0.75	mutual_knn
P1252	P1732	0.541192	0.459349	0.575561	0.663722	0.666667	0.8	0.75	mutual_knn
P0581	P0705	0.54118	0.493682	0.543707	0.537254	0.75	0.75	0.714286	mutual_knn
P0785	P1043	0.541172	0.436256	0.485685	0.89153	0.857143	0.714286	0.666667	mutual_knn
P0858	P1428	0.54117	0.469977	0.517183	0.772384	0.714286	0.833333	0.8	mutual_knn
P0097	P0363	0.541163	0.482769	0.522095	0.536834	0.875	0.7	0.666667	mutual_knn
P0004	P0121	0.541162	0.464658	0.488136	0.612181	1.0	0.7	0.666667	mutual_knn
P1281	P2201	0.541147	0.496041	0.57118	0.513484	0.666667	0.8	0.75	mutual_knn
P0689	P0707	0.541119	0.501404	0.554315	0.548106	0.666667	0.8	0.75	mutual_knn
P0221	P0494	0.541104	0.464882	0.514577	0.518052	1.0	0.7	0.666667	mutual_knn
