cooccurrence_id	ayah_ref	left_word_id	right_word_id	left_root	right_root	word_distance	root_distance_min	root_distance_max	local_pair_count	corpus_window_count	corpus_pair_count	source_pair_id
co-24_21-01015	24:21	w-s024-a021-w022	w-s024-a021-w031	ز ك و	ش ي ء	9	1	5	2	5	9	intra_ayah:24:21:root:95
co-24_21-01016	24:21	w-s024-a021-w029	w-s024-a021-w031	ز ك و	ش ي ء	2	1	5	2	5	9	intra_ayah:24:21:root:95
co-24_21-01017	24:21	w-s024-a021-w022	w-s024-a021-w034	ز ك و	ع ل م	12	4	8	2	13	20	intra_ayah:24:21:root:96
co-24_21-01018	24:21	w-s024-a021-w029	w-s024-a021-w034	ز ك و	ع ل م	5	4	8	2	13	20	intra_ayah:24:21:root:96
co-24_21-01019	24:21	w-s024-a021-w022	w-s024-a021-w014	ز ك و	ف ح ش	8	5	9	2	2	3	intra_ayah:24:21:root:97
co-24_21-01020	24:21	w-s024-a021-w029	w-s024-a021-w014	ز ك و	ف ح ش	15	5	9	2	2	3	intra_ayah:24:21:root:97
co-24_21-01021	24:21	w-s024-a021-w022	w-s024-a021-w017	ز ك و	ف ض ل	5	3	7	2	2	3	intra_ayah:24:21:root:98
co-24_21-01022	24:21	w-s024-a021-w029	w-s024-a021-w017	ز ك و	ف ض ل	12	3	7	2	2	3	intra_ayah:24:21:root:98
co-24_21-01023	24:21	w-s024-a021-w022	w-s024-a021-w015	ز ك و	ن ك ر	7	4	8	2	4	5	intra_ayah:24:21:root:99
co-24_21-01024	24:21	w-s024-a021-w029	w-s024-a021-w015	ز ك و	ن ك ر	14	4	8	2	4	5	intra_ayah:24:21:root:99
co-24_22-01025	24:22	w-s024-a022-w008	w-s024-a022-w015	ء ت ي	ء ل ه	7	6	12	3	198	411	intra_ayah:24:22:root:1
co-24_22-01026	24:22	w-s024-a022-w008	w-s024-a022-w022	ء ت ي	ء ل ه	14	6	12	3	198	411	intra_ayah:24:22:root:1
co-24_22-01027	24:22	w-s024-a022-w008	w-s024-a022-w024	ء ت ي	ء ل ه	16	6	12	3	198	411	intra_ayah:24:22:root:1
co-24_22-01028	24:22	w-s024-a022-w008	w-s024-a022-w021	ء ت ي	غ ف ر	13	10	13	2	16	24	intra_ayah:24:22:root:10
co-24_22-01029	24:22	w-s024-a022-w008	w-s024-a022-w025	ء ت ي	غ ف ر	17	10	13	2	16	24	intra_ayah:24:22:root:10
co-24_22-01030	24:22	w-s024-a022-w004	w-s024-a022-w010	ف ض ل	ق ر ب	6	4	4	1	3	3	intra_ayah:24:22:root:100
co-24_22-01031	24:22	w-s024-a022-w004	w-s024-a022-w012	ف ض ل	ه ج ر	8	6	6	1	3	3	intra_ayah:24:22:root:101
co-24_22-01032	24:22	w-s024-a022-w004	w-s024-a022-w006	ف ض ل	و س ع	2	1	1	1	5	5	intra_ayah:24:22:root:102
co-24_22-01033	24:22	w-s024-a022-w010	w-s024-a022-w012	ق ر ب	ه ج ر	2	2	2	1	1	1	intra_ayah:24:22:root:103
co-24_22-01034	24:22	w-s024-a022-w010	w-s024-a022-w006	ق ر ب	و س ع	4	3	3	1	2	3	intra_ayah:24:22:root:104
co-24_22-01035	24:22	w-s024-a022-w012	w-s024-a022-w006	ه ج ر	و س ع	6	5	5	1	3	4	intra_ayah:24:22:root:105
co-24_22-01036	24:22	w-s024-a022-w008	w-s024-a022-w004	ء ت ي	ف ض ل	4	2	2	1	24	36	intra_ayah:24:22:root:11
co-24_22-01037	24:22	w-s024-a022-w008	w-s024-a022-w010	ء ت ي	ق ر ب	2	2	2	1	16	17	intra_ayah:24:22:root:12
co-24_22-01038	24:22	w-s024-a022-w008	w-s024-a022-w012	ء ت ي	ه ج ر	4	4	4	1	4	5	intra_ayah:24:22:root:13
co-24_22-01039	24:22	w-s024-a022-w008	w-s024-a022-w006	ء ت ي	و س ع	2	1	1	1	7	16	intra_ayah:24:22:root:14
co-24_22-01040	24:22	w-s024-a022-w015	w-s024-a022-w002	ء ل ه	ء ل و	13	10	16	3	4	6	intra_ayah:24:22:root:15
co-24_22-01041	24:22	w-s024-a022-w022	w-s024-a022-w002	ء ل ه	ء ل و	20	10	16	3	4	6	intra_ayah:24:22:root:15
co-24_22-01042	24:22	w-s024-a022-w024	w-s024-a022-w002	ء ل ه	ء ل و	22	10	16	3	4	6	intra_ayah:24:22:root:15
co-24_22-01043	24:22	w-s024-a022-w015	w-s024-a022-w003	ء ل ه	ء و ل	12	5	15	6	48	82	intra_ayah:24:22:root:16
co-24_22-01044	24:22	w-s024-a022-w015	w-s024-a022-w009	ء ل ه	ء و ل	6	5	15	6	48	82	intra_ayah:24:22:root:16
co-24_22-01045	24:22	w-s024-a022-w022	w-s024-a022-w003	ء ل ه	ء و ل	19	5	15	6	48	82	intra_ayah:24:22:root:16
co-24_22-01046	24:22	w-s024-a022-w022	w-s024-a022-w009	ء ل ه	ء و ل	13	5	15	6	48	82	intra_ayah:24:22:root:16
co-24_22-01047	24:22	w-s024-a022-w024	w-s024-a022-w003	ء ل ه	ء و ل	21	5	15	6	48	82	intra_ayah:24:22:root:16
co-24_22-01048	24:22	w-s024-a022-w024	w-s024-a022-w009	ء ل ه	ء و ل	15	5	15	6	48	82	intra_ayah:24:22:root:16
co-24_22-01049	24:22	w-s024-a022-w015	w-s024-a022-w019	ء ل ه	ح ب ب	4	2	3	3	57	123	intra_ayah:24:22:root:17
co-24_22-01050	24:22	w-s024-a022-w022	w-s024-a022-w019	ء ل ه	ح ب ب	3	2	3	3	57	123	intra_ayah:24:22:root:17
co-24_22-01051	24:22	w-s024-a022-w024	w-s024-a022-w019	ء ل ه	ح ب ب	5	2	3	3	57	123	intra_ayah:24:22:root:17
co-24_22-01052	24:22	w-s024-a022-w015	w-s024-a022-w026	ء ل ه	ر ح م	11	2	8	3	130	254	intra_ayah:24:22:root:18
co-24_22-01053	24:22	w-s024-a022-w022	w-s024-a022-w026	ء ل ه	ر ح م	4	2	8	3	130	254	intra_ayah:24:22:root:18
co-24_22-01054	24:22	w-s024-a022-w024	w-s024-a022-w026	ء ل ه	ر ح م	2	2	8	3	130	254	intra_ayah:24:22:root:18
co-24_22-01055	24:22	w-s024-a022-w015	w-s024-a022-w014	ء ل ه	س ب ل	1	1	7	3	112	220	intra_ayah:24:22:root:19
co-24_22-01056	24:22	w-s024-a022-w022	w-s024-a022-w014	ء ل ه	س ب ل	8	1	7	3	112	220	intra_ayah:24:22:root:19
co-24_22-01057	24:22	w-s024-a022-w024	w-s024-a022-w014	ء ل ه	س ب ل	10	1	7	3	112	220	intra_ayah:24:22:root:19
co-24_22-01058	24:22	w-s024-a022-w008	w-s024-a022-w002	ء ت ي	ء ل و	6	4	4	1	1	1	intra_ayah:24:22:root:2
co-24_22-01059	24:22	w-s024-a022-w015	w-s024-a022-w011	ء ل ه	س ك ن	4	3	9	3	28	57	intra_ayah:24:22:root:20
co-24_22-01060	24:22	w-s024-a022-w022	w-s024-a022-w011	ء ل ه	س ك ن	11	3	9	3	28	57	intra_ayah:24:22:root:20
co-24_22-01061	24:22	w-s024-a022-w024	w-s024-a022-w011	ء ل ه	س ك ن	13	3	9	3	28	57	intra_ayah:24:22:root:20
co-24_22-01062	24:22	w-s024-a022-w015	w-s024-a022-w017	ء ل ه	ص ف ح	2	2	4	3	4	7	intra_ayah:24:22:root:21
co-24_22-01063	24:22	w-s024-a022-w022	w-s024-a022-w017	ء ل ه	ص ف ح	5	2	4	3	4	7	intra_ayah:24:22:root:21
co-24_22-01064	24:22	w-s024-a022-w024	w-s024-a022-w017	ء ل ه	ص ف ح	7	2	4	3	4	7	intra_ayah:24:22:root:21
co-24_22-01065	24:22	w-s024-a022-w015	w-s024-a022-w016	ء ل ه	ع ف و	1	1	5	3	23	43	intra_ayah:24:22:root:22
co-24_22-01066	24:22	w-s024-a022-w022	w-s024-a022-w016	ء ل ه	ع ف و	6	1	5	3	23	43	intra_ayah:24:22:root:22
co-24_22-01067	24:22	w-s024-a022-w024	w-s024-a022-w016	ء ل ه	ع ف و	8	1	5	3	23	43	intra_ayah:24:22:root:22
co-24_22-01068	24:22	w-s024-a022-w015	w-s024-a022-w021	ء ل ه	غ ف ر	6	1	7	6	120	282	intra_ayah:24:22:root:23
co-24_22-01069	24:22	w-s024-a022-w015	w-s024-a022-w025	ء ل ه	غ ف ر	10	1	7	6	120	282	intra_ayah:24:22:root:23
co-24_22-01070	24:22	w-s024-a022-w022	w-s024-a022-w021	ء ل ه	غ ف ر	1	1	7	6	120	282	intra_ayah:24:22:root:23
co-24_22-01071	24:22	w-s024-a022-w022	w-s024-a022-w025	ء ل ه	غ ف ر	3	1	7	6	120	282	intra_ayah:24:22:root:23
co-24_22-01072	24:22	w-s024-a022-w024	w-s024-a022-w021	ء ل ه	غ ف ر	3	1	7	6	120	282	intra_ayah:24:22:root:23
co-24_22-01073	24:22	w-s024-a022-w024	w-s024-a022-w025	ء ل ه	غ ف ر	1	1	7	6	120	282	intra_ayah:24:22:root:23
co-24_22-01074	24:22	w-s024-a022-w015	w-s024-a022-w004	ء ل ه	ف ض ل	11	8	14	3	62	159	intra_ayah:24:22:root:24
co-24_22-01075	24:22	w-s024-a022-w022	w-s024-a022-w004	ء ل ه	ف ض ل	18	8	14	3	62	159	intra_ayah:24:22:root:24
co-24_22-01076	24:22	w-s024-a022-w024	w-s024-a022-w004	ء ل ه	ف ض ل	20	8	14	3	62	159	intra_ayah:24:22:root:24
co-24_22-01077	24:22	w-s024-a022-w015	w-s024-a022-w010	ء ل ه	ق ر ب	5	4	10	3	47	95	intra_ayah:24:22:root:25
co-24_22-01078	24:22	w-s024-a022-w022	w-s024-a022-w010	ء ل ه	ق ر ب	12	4	10	3	47	95	intra_ayah:24:22:root:25
co-24_22-01079	24:22	w-s024-a022-w024	w-s024-a022-w010	ء ل ه	ق ر ب	14	4	10	3	47	95	intra_ayah:24:22:root:25
co-24_22-01080	24:22	w-s024-a022-w015	w-s024-a022-w012	ء ل ه	ه ج ر	3	2	8	3	20	47	intra_ayah:24:22:root:26
co-24_22-01081	24:22	w-s024-a022-w022	w-s024-a022-w012	ء ل ه	ه ج ر	10	2	8	3	20	47	intra_ayah:24:22:root:26
co-24_22-01082	24:22	w-s024-a022-w024	w-s024-a022-w012	ء ل ه	ه ج ر	12	2	8	3	20	47	intra_ayah:24:22:root:26
co-24_22-01083	24:22	w-s024-a022-w015	w-s024-a022-w006	ء ل ه	و س ع	9	7	13	3	20	58	intra_ayah:24:22:root:27
co-24_22-01084	24:22	w-s024-a022-w022	w-s024-a022-w006	ء ل ه	و س ع	16	7	13	3	20	58	intra_ayah:24:22:root:27
co-24_22-01085	24:22	w-s024-a022-w024	w-s024-a022-w006	ء ل ه	و س ع	18	7	13	3	20	58	intra_ayah:24:22:root:27
co-24_22-01086	24:22	w-s024-a022-w002	w-s024-a022-w003	ء ل و	ء و ل	1	1	5	2	1	2	intra_ayah:24:22:root:28
co-24_22-01087	24:22	w-s024-a022-w002	w-s024-a022-w009	ء ل و	ء و ل	7	1	5	2	1	2	intra_ayah:24:22:root:28
co-24_22-01088	24:22	w-s024-a022-w002	w-s024-a022-w019	ء ل و	ح ب ب	17	13	13	1	1	1	intra_ayah:24:22:root:29
co-24_22-01089	24:22	w-s024-a022-w008	w-s024-a022-w003	ء ت ي	ء و ل	5	1	3	2	20	31	intra_ayah:24:22:root:3
co-24_22-01090	24:22	w-s024-a022-w008	w-s024-a022-w009	ء ت ي	ء و ل	1	1	3	2	20	31	intra_ayah:24:22:root:3
co-24_22-01091	24:22	w-s024-a022-w002	w-s024-a022-w026	ء ل و	ر ح م	24	18	18	1	2	2	intra_ayah:24:22:root:30
co-24_22-01092	24:22	w-s024-a022-w002	w-s024-a022-w014	ء ل و	س ب ل	12	9	9	1	1	1	intra_ayah:24:22:root:31
co-24_22-01093	24:22	w-s024-a022-w002	w-s024-a022-w011	ء ل و	س ك ن	9	7	7	1	1	1	intra_ayah:24:22:root:32
co-24_22-01094	24:22	w-s024-a022-w002	w-s024-a022-w017	ء ل و	ص ف ح	15	12	12	1	1	1	intra_ayah:24:22:root:33
co-24_22-01095	24:22	w-s024-a022-w002	w-s024-a022-w016	ء ل و	ع ف و	14	11	11	1	1	1	intra_ayah:24:22:root:34
co-24_22-01096	24:22	w-s024-a022-w002	w-s024-a022-w021	ء ل و	غ ف ر	19	14	17	2	2	3	intra_ayah:24:22:root:35
co-24_22-01097	24:22	w-s024-a022-w002	w-s024-a022-w025	ء ل و	غ ف ر	23	14	17	2	2	3	intra_ayah:24:22:root:35
co-24_22-01098	24:22	w-s024-a022-w002	w-s024-a022-w004	ء ل و	ف ض ل	2	2	2	1	1	1	intra_ayah:24:22:root:36
co-24_22-01099	24:22	w-s024-a022-w002	w-s024-a022-w010	ء ل و	ق ر ب	8	6	6	1	1	1	intra_ayah:24:22:root:37
co-24_22-01100	24:22	w-s024-a022-w002	w-s024-a022-w012	ء ل و	ه ج ر	10	8	8	1	1	1	intra_ayah:24:22:root:38
co-24_22-01101	24:22	w-s024-a022-w002	w-s024-a022-w006	ء ل و	و س ع	4	3	3	1	1	1	intra_ayah:24:22:root:39
co-24_22-01102	24:22	w-s024-a022-w008	w-s024-a022-w019	ء ت ي	ح ب ب	11	9	9	1	14	19	intra_ayah:24:22:root:4
co-24_22-01103	24:22	w-s024-a022-w003	w-s024-a022-w019	ء و ل	ح ب ب	16	8	12	2	3	5	intra_ayah:24:22:root:40
co-24_22-01104	24:22	w-s024-a022-w009	w-s024-a022-w019	ء و ل	ح ب ب	10	8	12	2	3	5	intra_ayah:24:22:root:40
co-24_22-01105	24:22	w-s024-a022-w003	w-s024-a022-w026	ء و ل	ر ح م	23	13	17	2	10	11	intra_ayah:24:22:root:41
co-24_22-01106	24:22	w-s024-a022-w009	w-s024-a022-w026	ء و ل	ر ح م	17	13	17	2	10	11	intra_ayah:24:22:root:41
co-24_22-01107	24:22	w-s024-a022-w003	w-s024-a022-w014	ء و ل	س ب ل	11	4	8	2	3	4	intra_ayah:24:22:root:42
co-24_22-01108	24:22	w-s024-a022-w009	w-s024-a022-w014	ء و ل	س ب ل	5	4	8	2	3	4	intra_ayah:24:22:root:42
co-24_22-01109	24:22	w-s024-a022-w003	w-s024-a022-w011	ء و ل	س ك ن	8	2	6	2	5	8	intra_ayah:24:22:root:43
co-24_22-01110	24:22	w-s024-a022-w009	w-s024-a022-w011	ء و ل	س ك ن	2	2	6	2	5	8	intra_ayah:24:22:root:43
co-24_22-01111	24:22	w-s024-a022-w003	w-s024-a022-w017	ء و ل	ص ف ح	14	7	11	2	1	2	intra_ayah:24:22:root:44
co-24_22-01112	24:22	w-s024-a022-w009	w-s024-a022-w017	ء و ل	ص ف ح	8	7	11	2	1	2	intra_ayah:24:22:root:44
co-24_22-01113	24:22	w-s024-a022-w003	w-s024-a022-w016	ء و ل	ع ف و	13	6	10	2	1	2	intra_ayah:24:22:root:45
co-24_22-01114	24:22	w-s024-a022-w009	w-s024-a022-w016	ء و ل	ع ف و	7	6	10	2	1	2	intra_ayah:24:22:root:45
co-24_22-01115	24:22	w-s024-a022-w003	w-s024-a022-w021	ء و ل	غ ف ر	18	9	16	4	5	8	intra_ayah:24:22:root:46
co-24_22-01116	24:22	w-s024-a022-w003	w-s024-a022-w025	ء و ل	غ ف ر	22	9	16	4	5	8	intra_ayah:24:22:root:46
co-24_22-01117	24:22	w-s024-a022-w009	w-s024-a022-w021	ء و ل	غ ف ر	12	9	16	4	5	8	intra_ayah:24:22:root:46
co-24_22-01118	24:22	w-s024-a022-w009	w-s024-a022-w025	ء و ل	غ ف ر	16	9	16	4	5	8	intra_ayah:24:22:root:46
co-24_22-01119	24:22	w-s024-a022-w003	w-s024-a022-w004	ء و ل	ف ض ل	1	1	3	2	6	8	intra_ayah:24:22:root:47
co-24_22-01120	24:22	w-s024-a022-w009	w-s024-a022-w004	ء و ل	ف ض ل	5	1	3	2	6	8	intra_ayah:24:22:root:47
co-24_22-01121	24:22	w-s024-a022-w003	w-s024-a022-w010	ء و ل	ق ر ب	7	1	5	2	4	5	intra_ayah:24:22:root:48
co-24_22-01122	24:22	w-s024-a022-w009	w-s024-a022-w010	ء و ل	ق ر ب	1	1	5	2	4	5	intra_ayah:24:22:root:48
co-24_22-01123	24:22	w-s024-a022-w003	w-s024-a022-w012	ء و ل	ه ج ر	9	3	7	2	4	5	intra_ayah:24:22:root:49
co-24_22-01124	24:22	w-s024-a022-w009	w-s024-a022-w012	ء و ل	ه ج ر	3	3	7	2	4	5	intra_ayah:24:22:root:49
co-24_22-01125	24:22	w-s024-a022-w008	w-s024-a022-w026	ء ت ي	ر ح م	18	14	14	1	28	32	intra_ayah:24:22:root:5
co-24_22-01126	24:22	w-s024-a022-w003	w-s024-a022-w006	ء و ل	و س ع	3	2	2	2	1	2	intra_ayah:24:22:root:50
co-24_22-01127	24:22	w-s024-a022-w009	w-s024-a022-w006	ء و ل	و س ع	3	2	2	2	1	2	intra_ayah:24:22:root:50
co-24_22-01128	24:22	w-s024-a022-w019	w-s024-a022-w026	ح ب ب	ر ح م	7	5	5	1	4	5	intra_ayah:24:22:root:51
co-24_22-01129	24:22	w-s024-a022-w019	w-s024-a022-w014	ح ب ب	س ب ل	5	4	4	1	11	13	intra_ayah:24:22:root:52
co-24_22-01130	24:22	w-s024-a022-w019	w-s024-a022-w011	ح ب ب	س ك ن	8	6	6	1	5	5	intra_ayah:24:22:root:53
co-24_22-01131	24:22	w-s024-a022-w019	w-s024-a022-w017	ح ب ب	ص ف ح	2	1	1	1	2	2	intra_ayah:24:22:root:54
co-24_22-01132	24:22	w-s024-a022-w019	w-s024-a022-w016	ح ب ب	ع ف و	3	2	2	1	6	6	intra_ayah:24:22:root:55
co-24_22-01133	24:22	w-s024-a022-w019	w-s024-a022-w021	ح ب ب	غ ف ر	2	1	4	2	4	8	intra_ayah:24:22:root:56
co-24_22-01134	24:22	w-s024-a022-w019	w-s024-a022-w025	ح ب ب	غ ف ر	6	1	4	2	4	8	intra_ayah:24:22:root:56
co-24_22-01135	24:22	w-s024-a022-w019	w-s024-a022-w004	ح ب ب	ف ض ل	15	11	11	1	4	5	intra_ayah:24:22:root:57
co-24_22-01136	24:22	w-s024-a022-w019	w-s024-a022-w010	ح ب ب	ق ر ب	9	7	7	1	5	7	intra_ayah:24:22:root:58
co-24_22-01137	24:22	w-s024-a022-w019	w-s024-a022-w012	ح ب ب	ه ج ر	7	5	5	1	2	2	intra_ayah:24:22:root:59
co-24_22-01138	24:22	w-s024-a022-w008	w-s024-a022-w014	ء ت ي	س ب ل	6	5	5	1	16	21	intra_ayah:24:22:root:6
co-24_22-01139	24:22	w-s024-a022-w019	w-s024-a022-w006	ح ب ب	و س ع	13	10	10	1	3	5	intra_ayah:24:22:root:60
co-24_22-01140	24:22	w-s024-a022-w026	w-s024-a022-w014	ر ح م	س ب ل	12	9	9	1	9	10	intra_ayah:24:22:root:61
co-24_22-01141	24:22	w-s024-a022-w026	w-s024-a022-w011	ر ح م	س ك ن	15	11	11	1	3	3	intra_ayah:24:22:root:62
co-24_22-01142	24:22	w-s024-a022-w026	w-s024-a022-w017	ر ح م	ص ف ح	9	6	6	1	2	2	intra_ayah:24:22:root:63
co-24_22-01143	24:22	w-s024-a022-w026	w-s024-a022-w016	ر ح م	ع ف و	10	7	7	1	5	5	intra_ayah:24:22:root:64
co-24_22-01144	24:22	w-s024-a022-w026	w-s024-a022-w021	ر ح م	غ ف ر	5	1	4	2	91	129	intra_ayah:24:22:root:65
co-24_22-01145	24:22	w-s024-a022-w026	w-s024-a022-w025	ر ح م	غ ف ر	1	1	4	2	91	129	intra_ayah:24:22:root:65
co-24_22-01146	24:22	w-s024-a022-w026	w-s024-a022-w004	ر ح م	ف ض ل	22	16	16	1	20	22	intra_ayah:24:22:root:66
co-24_22-01147	24:22	w-s024-a022-w026	w-s024-a022-w010	ر ح م	ق ر ب	16	12	12	1	5	8	intra_ayah:24:22:root:67
co-24_22-01148	24:22	w-s024-a022-w026	w-s024-a022-w012	ر ح م	ه ج ر	14	10	10	1	8	10	intra_ayah:24:22:root:68
co-24_22-01149	24:22	w-s024-a022-w026	w-s024-a022-w006	ر ح م	و س ع	20	15	15	1	6	6	intra_ayah:24:22:root:69
co-24_22-01150	24:22	w-s024-a022-w008	w-s024-a022-w011	ء ت ي	س ك ن	3	3	3	1	13	15	intra_ayah:24:22:root:7
co-24_22-01151	24:22	w-s024-a022-w014	w-s024-a022-w011	س ب ل	س ك ن	3	2	2	1	11	12	intra_ayah:24:22:root:70
co-24_22-01152	24:22	w-s024-a022-w014	w-s024-a022-w017	س ب ل	ص ف ح	3	3	3	1	1	1	intra_ayah:24:22:root:71
co-24_22-01153	24:22	w-s024-a022-w014	w-s024-a022-w016	س ب ل	ع ف و	2	2	2	1	2	2	intra_ayah:24:22:root:72
co-24_22-01154	24:22	w-s024-a022-w014	w-s024-a022-w021	س ب ل	غ ف ر	7	5	8	2	12	15	intra_ayah:24:22:root:73
co-24_22-01155	24:22	w-s024-a022-w014	w-s024-a022-w025	س ب ل	غ ف ر	11	5	8	2	12	15	intra_ayah:24:22:root:73
co-24_22-01156	24:22	w-s024-a022-w014	w-s024-a022-w004	س ب ل	ف ض ل	10	7	7	1	5	6	intra_ayah:24:22:root:74
co-24_22-01157	24:22	w-s024-a022-w014	w-s024-a022-w010	س ب ل	ق ر ب	4	3	3	1	11	12	intra_ayah:24:22:root:75
co-24_22-01158	24:22	w-s024-a022-w014	w-s024-a022-w012	س ب ل	ه ج ر	2	1	1	1	10	13	intra_ayah:24:22:root:76
co-24_22-01159	24:22	w-s024-a022-w014	w-s024-a022-w006	س ب ل	و س ع	8	6	6	1	5	5	intra_ayah:24:22:root:77
co-24_22-01160	24:22	w-s024-a022-w011	w-s024-a022-w017	س ك ن	ص ف ح	6	5	5	1	1	1	intra_ayah:24:22:root:78
co-24_22-01161	24:22	w-s024-a022-w011	w-s024-a022-w016	س ك ن	ع ف و	5	4	4	1	2	2	intra_ayah:24:22:root:79
co-24_22-01162	24:22	w-s024-a022-w008	w-s024-a022-w017	ء ت ي	ص ف ح	9	8	8	1	3	4	intra_ayah:24:22:root:8
co-24_22-01163	24:22	w-s024-a022-w011	w-s024-a022-w021	س ك ن	غ ف ر	10	7	10	2	4	5	intra_ayah:24:22:root:80
co-24_22-01164	24:22	w-s024-a022-w011	w-s024-a022-w025	س ك ن	غ ف ر	14	7	10	2	4	5	intra_ayah:24:22:root:80
co-24_22-01165	24:22	w-s024-a022-w011	w-s024-a022-w004	س ك ن	ف ض ل	7	5	5	1	3	3	intra_ayah:24:22:root:81
co-24_22-01166	24:22	w-s024-a022-w011	w-s024-a022-w010	س ك ن	ق ر ب	1	1	1	1	13	14	intra_ayah:24:22:root:82
co-24_22-01167	24:22	w-s024-a022-w011	w-s024-a022-w012	س ك ن	ه ج ر	1	1	1	1	1	1	intra_ayah:24:22:root:83
co-24_22-01168	24:22	w-s024-a022-w011	w-s024-a022-w006	س ك ن	و س ع	5	4	4	1	1	1	intra_ayah:24:22:root:84
co-24_22-01169	24:22	w-s024-a022-w017	w-s024-a022-w016	ص ف ح	ع ف و	1	1	1	1	4	4	intra_ayah:24:22:root:85
co-24_22-01170	24:22	w-s024-a022-w017	w-s024-a022-w021	ص ف ح	غ ف ر	4	2	5	2	2	4	intra_ayah:24:22:root:86
co-24_22-01171	24:22	w-s024-a022-w017	w-s024-a022-w025	ص ف ح	غ ف ر	8	2	5	2	2	4	intra_ayah:24:22:root:86
co-24_22-01172	24:22	w-s024-a022-w017	w-s024-a022-w004	ص ف ح	ف ض ل	13	10	10	1	1	1	intra_ayah:24:22:root:87
co-24_22-01173	24:22	w-s024-a022-w017	w-s024-a022-w010	ص ف ح	ق ر ب	7	6	6	1	1	1	intra_ayah:24:22:root:88
co-24_22-01174	24:22	w-s024-a022-w017	w-s024-a022-w012	ص ف ح	ه ج ر	5	4	4	1	1	1	intra_ayah:24:22:root:89
co-24_22-01175	24:22	w-s024-a022-w008	w-s024-a022-w016	ء ت ي	ع ف و	8	7	7	1	3	3	intra_ayah:24:22:root:9
co-24_22-01176	24:22	w-s024-a022-w017	w-s024-a022-w006	ص ف ح	و س ع	11	9	9	1	1	1	intra_ayah:24:22:root:90
co-24_22-01177	24:22	w-s024-a022-w016	w-s024-a022-w021	ع ف و	غ ف ر	5	3	6	2	10	13	intra_ayah:24:22:root:91
co-24_22-01178	24:22	w-s024-a022-w016	w-s024-a022-w025	ع ف و	غ ف ر	9	3	6	2	10	13	intra_ayah:24:22:root:91
co-24_22-01179	24:22	w-s024-a022-w016	w-s024-a022-w004	ع ف و	ف ض ل	12	9	9	1	3	5	intra_ayah:24:22:root:92
co-24_22-01180	24:22	w-s024-a022-w016	w-s024-a022-w010	ع ف و	ق ر ب	6	5	5	1	4	6	intra_ayah:24:22:root:93
co-24_22-01181	24:22	w-s024-a022-w016	w-s024-a022-w012	ع ف و	ه ج ر	4	3	3	1	1	1	intra_ayah:24:22:root:94
co-24_22-01182	24:22	w-s024-a022-w016	w-s024-a022-w006	ع ف و	و س ع	10	8	8	1	2	2	intra_ayah:24:22:root:95
co-24_22-01183	24:22	w-s024-a022-w021	w-s024-a022-w004	غ ف ر	ف ض ل	17	12	15	2	10	14	intra_ayah:24:22:root:96
co-24_22-01184	24:22	w-s024-a022-w025	w-s024-a022-w004	غ ف ر	ف ض ل	21	12	15	2	10	14	intra_ayah:24:22:root:96
co-24_22-01185	24:22	w-s024-a022-w021	w-s024-a022-w010	غ ف ر	ق ر ب	11	8	11	2	6	8	intra_ayah:24:22:root:97
co-24_22-01186	24:22	w-s024-a022-w025	w-s024-a022-w010	غ ف ر	ق ر ب	15	8	11	2	6	8	intra_ayah:24:22:root:97
co-24_22-01187	24:22	w-s024-a022-w021	w-s024-a022-w012	غ ف ر	ه ج ر	9	6	9	2	6	8	intra_ayah:24:22:root:98
co-24_22-01188	24:22	w-s024-a022-w025	w-s024-a022-w012	غ ف ر	ه ج ر	13	6	9	2	6	8	intra_ayah:24:22:root:98
co-24_22-01189	24:22	w-s024-a022-w021	w-s024-a022-w006	غ ف ر	و س ع	15	11	14	2	6	8	intra_ayah:24:22:root:99
co-24_22-01190	24:22	w-s024-a022-w025	w-s024-a022-w006	غ ف ر	و س ع	19	11	14	2	6	8	intra_ayah:24:22:root:99
co-24_23-01191	24:23	w-s024-a023-w010	w-s024-a023-w006	ء خ ر	ء م ن	4	3	3	1	58	77	intra_ayah:24:23:root:1
co-24_23-01192	24:23	w-s024-a023-w006	w-s024-a023-w009	ء م ن	د ن و	3	2	2	1	20	26	intra_ayah:24:23:root:10
co-24_23-01193	24:23	w-s024-a023-w006	w-s024-a023-w003	ء م ن	ر م ي	3	3	3	1	2	4	intra_ayah:24:23:root:11
co-24_23-01194	24:23	w-s024-a023-w006	w-s024-a023-w012	ء م ن	ع ذ ب	6	4	4	1	55	76	intra_ayah:24:23:root:12
co-24_23-01195	24:23	w-s024-a023-w006	w-s024-a023-w013	ء م ن	ع ظ م	7	5	5	1	21	32	intra_ayah:24:23:root:13
co-24_23-01196	24:23	w-s024-a023-w006	w-s024-a023-w005	ء م ن	غ ف ل	1	1	1	1	5	5	intra_ayah:24:23:root:14
co-24_23-01197	24:23	w-s024-a023-w006	w-s024-a023-w007	ء م ن	ل ع ن	1	1	1	1	5	6	intra_ayah:24:23:root:15
co-24_23-01198	24:23	w-s024-a023-w004	w-s024-a023-w009	ح ص ن	د ن و	5	4	4	1	2	2	intra_ayah:24:23:root:16
co-24_23-01199	24:23	w-s024-a023-w004	w-s024-a023-w003	ح ص ن	ر م ي	1	1	1	1	2	2	intra_ayah:24:23:root:17
