surah	ayah	word_index	morpheme_index	qac_ref	surface_ar	lemma_ar	root_ar	root_norm	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	number	gender
18	107	3	1	18:107:3:1	ءَامَنُ	ءَامَنَ	ء م ن	ء م ن	V	STEM	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP	PERF			IV			
18	107	3	2	18:107:3:2	وا۟				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	107	4	1	18:107:4:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	107	4	2	18:107:4:2	عَمِلُ	عَمِلَ	ع م ل	ع م ل	V	STEM	STEM|POS:V|PERF|LEM:Eamila|ROOT:Eml|3MP	PERF						
18	107	4	3	18:107:4:3	وا۟				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	107	5	1	18:107:5:1	ٱل				DET	PREFIX	PREFIX|Al+							
18	107	5	2	18:107:5:2	صَّٰلِحَٰتِ	صَّٰلِحَٰت	ص ل ح	ص ل ح	N	STEM	STEM|POS:N|ACT|PCPL|LEM:S~a`liHa`t|ROOT:SlH|FP|GEN			ACT				
18	107	6	1	18:107:6:1	كَانَتْ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3FS	PERF						
18	107	7	1	18:107:7:1	لَ				P	PREFIX	PREFIX|l:P+							
18	107	7	2	18:107:7:2	هُمْ				PRON	STEM	STEM|POS:PRON|3MP							
18	107	8	1	18:107:8:1	جَنَّٰتُ	جَنَّة	ج ن ن	ج ن ن	N	STEM	STEM|POS:N|LEM:jan~ap|ROOT:jnn|FP|NOM							
18	107	9	1	18:107:9:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	107	9	2	18:107:9:2	فِرْدَوْسِ	فِرْدَوْس			PN	STEM	STEM|POS:PN|LEM:firodawos|GEN							
18	107	10	1	18:107:10:1	نُزُلًا	نُزُل	ن ز ل	ن ز ل	N	STEM	STEM|POS:N|LEM:nuzul|ROOT:nzl|INDEF|ACC							
18	108	1	1	18:108:1:1	خَٰلِدِينَ	خَٰلِد	خ ل د	خ ل د	N	STEM	STEM|POS:N|ACT|PCPL|LEM:xa`lid|ROOT:xld|MP|ACC			ACT				
18	108	2	1	18:108:2:1	فِي	فِى			P	STEM	STEM|POS:P|LEM:fiY							
18	108	2	2	18:108:2:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
18	108	3	1	18:108:3:1	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
18	108	4	1	18:108:4:1	يَبْغُ	بَغَىٰ	ب غ ي	ب غ ي	V	STEM	STEM|POS:V|IMPF|LEM:bagaY`|ROOT:bgy|3MP	IMPF						
18	108	4	2	18:108:4:2	ونَ				PRON	SUFFIX	SUFFIX|PRON:3MP							
18	108	5	1	18:108:5:1	عَنْ	عَن			P	STEM	STEM|POS:P|LEM:Ean							
18	108	5	2	18:108:5:2	هَا				PRON	SUFFIX	SUFFIX|PRON:3FS							
18	108	6	1	18:108:6:1	حِوَلًا	حِوَل	ح و ل	ح و ل	N	STEM	STEM|POS:N|LEM:Hiwal|ROOT:Hwl|M|INDEF|ACC							
18	109	1	1	18:109:1:1	قُل	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV						
18	109	2	1	18:109:2:1	لَّوْ	لَو			COND	STEM	STEM|POS:COND|LEM:law							
18	109	3	1	18:109:3:1	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
18	109	4	1	18:109:4:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	109	4	2	18:109:4:2	بَحْرُ	بَحْر	ب ح ر	ب ح ر	N	STEM	STEM|POS:N|LEM:baHor|ROOT:bHr|M|NOM							
18	109	5	1	18:109:5:1	مِدَادًا	مِدَاد	م د د	م د د	N	STEM	STEM|POS:N|LEM:midaAd|ROOT:mdd|M|INDEF|ACC							
18	109	6	1	18:109:6:1	لِّ				P	PREFIX	PREFIX|l:P+							
18	109	6	2	18:109:6:2	كَلِمَٰتِ	كَلِمَٰت	ك ل م	ك ل م	N	STEM	STEM|POS:N|LEM:kalima`t|ROOT:klm|FP|GEN							
18	109	7	1	18:109:7:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM							
18	109	7	2	18:109:7:2	ى				PRON	SUFFIX	SUFFIX|PRON:1S							
18	109	8	1	18:109:8:1	لَ				EMPH	PREFIX	PREFIX|l:EMPH+							
18	109	8	2	18:109:8:2	نَفِدَ	نَفِدَ	ن ف د	ن ف د	V	STEM	STEM|POS:V|PERF|LEM:nafida|ROOT:nfd|3MS	PERF						
18	109	9	1	18:109:9:1	ٱلْ				DET	PREFIX	PREFIX|Al+							
18	109	9	2	18:109:9:2	بَحْرُ	بَحْر	ب ح ر	ب ح ر	N	STEM	STEM|POS:N|LEM:baHor|ROOT:bHr|M|NOM							
18	109	10	1	18:109:10:1	قَبْلَ	قَبْل	ق ب ل	ق ب ل	T	STEM	STEM|POS:T|LEM:qabol|ROOT:qbl|ACC							
18	109	11	1	18:109:11:1	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an							
18	109	12	1	18:109:12:1	تَنفَدَ	نَفِدَ	ن ف د	ن ف د	V	STEM	STEM|POS:V|IMPF|LEM:nafida|ROOT:nfd|3FS|MOOD:SUBJ	IMPF	SUBJ					
18	109	13	1	18:109:13:1	كَلِمَٰتُ	كَلِمَٰت	ك ل م	ك ل م	N	STEM	STEM|POS:N|LEM:kalima`t|ROOT:klm|FP|NOM							
18	109	14	1	18:109:14:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM							
18	109	14	2	18:109:14:2	ى				PRON	SUFFIX	SUFFIX|PRON:1S							
18	109	15	1	18:109:15:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	109	15	2	18:109:15:2	لَوْ	لَو			COND	STEM	STEM|POS:COND|LEM:law							
18	109	16	1	18:109:16:1	جِئْ	جَآءَ	ج ي ء	ج ي ء	V	STEM	STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|1P	PERF						
18	109	16	2	18:109:16:2	نَا				PRON	SUFFIX	SUFFIX|PRON:1P							
18	109	17	1	18:109:17:1	بِ				P	PREFIX	PREFIX|bi+							
18	109	17	2	18:109:17:2	مِثْلِ	مِثْل	م ث ل	م ث ل	N	STEM	STEM|POS:N|LEM:mivol|ROOT:mvl|M|GEN							
18	109	17	3	18:109:17:3	هِۦ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	109	18	1	18:109:18:1	مَدَدًا	مَدَد	م د د	م د د	N	STEM	STEM|POS:N|LEM:madad|ROOT:mdd|M|INDEF|ACC							
18	110	1	1	18:110:1:1	قُلْ	قَالَ	ق و ل	ق و ل	V	STEM	STEM|POS:V|IMPV|LEM:qaAla|ROOT:qwl|2MS	IMPV						
18	110	2	1	18:110:2:1	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~							
18	110	2	2	18:110:2:2	مَآ	مَا			PREV	STEM	STEM|POS:PREV|LEM:maA							
18	110	3	1	18:110:3:1	أَنَا۠				PRON	STEM	STEM|POS:PRON|1S							
18	110	4	1	18:110:4:1	بَشَرٌ	بَشَر	ب ش ر	ب ش ر	N	STEM	STEM|POS:N|LEM:ba$ar|ROOT:b$r|M|INDEF|NOM							
18	110	5	1	18:110:5:1	مِّثْلُ	مِثْل	م ث ل	م ث ل	N	STEM	STEM|POS:N|LEM:mivol|ROOT:mvl|M|NOM							
18	110	5	2	18:110:5:2	كُمْ				PRON	SUFFIX	SUFFIX|PRON:2MP							
18	110	6	1	18:110:6:1	يُوحَىٰٓ	أَوْحَىٰٓ	و ح ي	و ح ي	V	STEM	STEM|POS:V|IMPF|PASS|(IV)|LEM:>awoHaY`^|ROOT:wHy|3MS|MOOD:SUBJ	IMPF	SUBJ	PASS	IV			
18	110	7	1	18:110:7:1	إِلَىَّ	إِلَىٰ			P	STEM	STEM|POS:P|LEM:<ilaY`							
18	110	7	2	18:110:7:2					PRON	SUFFIX	SUFFIX|PRON:1S							
18	110	8	1	18:110:8:1	أَنَّ	أَنّ			ACC	STEM	STEM|POS:ACC|LEM:>an~|SP:<in~							
18	110	8	2	18:110:8:2	مَآ	مَا			PREV	STEM	STEM|POS:PREV|LEM:maA							
18	110	9	1	18:110:9:1	إِلَٰهُ	إِلَٰه	ء ل ه	ء ل ه	N	STEM	STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|NOM							
18	110	9	2	18:110:9:2	كُمْ				PRON	SUFFIX	SUFFIX|PRON:2MP							
18	110	10	1	18:110:10:1	إِلَٰهٌ	إِلَٰه	ء ل ه	ء ل ه	N	STEM	STEM|POS:N|LEM:<ila`h|ROOT:Alh|MS|INDEF|NOM							
18	110	11	1	18:110:11:1	وَٰحِدٌ	وَٰحِد	و ح د	و ح د	ADJ	STEM	STEM|POS:ADJ|LEM:wa`Hid|ROOT:wHd|MS|INDEF|NOM							
18	110	12	1	18:110:12:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	110	12	2	18:110:12:2	مَن	مَن			REL	STEM	STEM|POS:REL|LEM:man							
18	110	13	1	18:110:13:1	كَانَ	كَانَ	ك و ن	ك و ن	V	STEM	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS	PERF						
18	110	14	1	18:110:14:1	يَرْجُوا۟	يَرْجُوا۟	ر ج و	ر ج و	V	STEM	STEM|POS:V|IMPF|LEM:yarojuwA@|ROOT:rjw|3MS	IMPF						
18	110	15	1	18:110:15:1	لِقَآءَ	لِقَآء	ل ق ي	ل ق ي	N	STEM	STEM|POS:N|VN|(III)|LEM:liqaA^'|ROOT:lqy|M|ACC				III			
18	110	16	1	18:110:16:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
18	110	16	2	18:110:16:2	هِۦ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	110	17	1	18:110:17:1	فَ				REM	PREFIX	PREFIX|f:REM+							
18	110	17	2	18:110:17:2	لْ				IMPV	PREFIX	PREFIX|l:IMPV+							
18	110	17	3	18:110:17:3	يَعْمَلْ	عَمِلَ	ع م ل	ع م ل	V	STEM	STEM|POS:V|IMPF|LEM:Eamila|ROOT:Eml|3MS|MOOD:JUS	IMPF	JUS					
18	110	18	1	18:110:18:1	عَمَلًا	عَمَل	ع م ل	ع م ل	N	STEM	STEM|POS:N|LEM:Eamal|ROOT:Eml|M|INDEF|ACC							
18	110	19	1	18:110:19:1	صَٰلِحًا	صَٰلِح	ص ل ح	ص ل ح	N	STEM	STEM|POS:N|ACT|PCPL|LEM:Sa`liH|ROOT:SlH|M|INDEF|ACC			ACT				
18	110	20	1	18:110:20:1	وَ				CONJ	PREFIX	PREFIX|w:CONJ+							
18	110	20	2	18:110:20:2	لَا	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA							
18	110	21	1	18:110:21:1	يُشْرِكْ	أَشْرَكَ	ش ر ك	ش ر ك	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>a$oraka|ROOT:$rk|3MS|MOOD:JUS	IMPF	JUS		IV			
18	110	22	1	18:110:22:1	بِ				P	PREFIX	PREFIX|bi+							
18	110	22	2	18:110:22:2	عِبَادَةِ	عِبَادَت	ع ب د	ع ب د	N	STEM	STEM|POS:N|LEM:EibaAdat|ROOT:Ebd|F|GEN							
18	110	23	1	18:110:23:1	رَبِّ	رَبّ	ر ب ب	ر ب ب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN							
18	110	23	2	18:110:23:2	هِۦٓ				PRON	SUFFIX	SUFFIX|PRON:3MS							
18	110	24	1	18:110:24:1	أَحَدًۢا	أَحَد	ء ح د	ء ح د	N	STEM	STEM|POS:N|LEM:>aHad|ROOT:AHd|M|INDEF|ACC							
