left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C022	C031	0.374437	0.301487	0.290273	0.381382	0.984732	0.507554	0.638392	mutual_knn
C045	C053	0.373973	0.26854	0.270692	0.593961	0.990992	0.439048	0.489652	mutual_knn
C009	C019	0.372964	0.286854	0.276833	0.50004	0.964836	0.505861	0.503361	mutual_knn
C041	C107	0.372854	0.189486	0.394793	0.596729	1.0	0.567995	0.338376	mutual_knn
C027	C060	0.372361	0.293525	0.285221	0.476385	0.923936	0.49552	0.589403	mutual_knn
C014	C048	0.371369	0.273393	0.275892	0.539256	0.979796	0.440066	0.507415	mutual_knn
C039	C055	0.370516	0.259976	0.299055	0.508116	1.0	0.462655	0.432628	mutual_knn
C044	C070	0.370066	0.255283	0.294423	0.553735	0.987241	0.487542	0.480608	mutual_knn
C019	C094	0.36988	0.330939	0.24691	0.32358	0.979796	0.398723	0.558637	mutual_knn
C027	C076	0.368331	0.259177	0.327366	0.477301	0.928024	0.51638	0.419886	mutual_knn
C025	C048	0.367437	0.265931	0.319839	0.393361	0.991837	0.492938	0.537444	mutual_knn
C005	C016	0.366639	0.274484	0.317036	0.342863	1.0	0.483209	0.443614	mutual_knn
C011	C028	0.366353	0.28116	0.289672	0.433402	0.955318	0.452514	0.481981	mutual_knn
C063	C100	0.365396	0.283801	0.248934	0.503336	0.98482	0.422811	0.477359	mutual_knn
C028	C089	0.364289	0.259287	0.269729	0.565477	0.971797	0.433222	0.479529	mutual_knn
C046	C103	0.364077	0.303116	0.270315	0.31424	1.0	0.43446	0.47404	mutual_knn
C025	C069	0.363382	0.260391	0.289841	0.486734	0.97561	0.470109	0.430738	mutual_knn
C032	C054	0.361963	0.235535	0.28861	0.576125	1.0	0.44855	0.439742	mutual_knn
C092	C103	0.361729	0.303301	0.248029	0.366552	0.990148	0.408788	0.529421	mutual_knn
C059	C095	0.360307	0.243181	0.303548	0.477635	0.998891	0.471863	0.392887	mutual_knn
C016	C109	0.360122	0.248732	0.257959	0.591841	0.991837	0.426393	0.438317	mutual_knn
C010	C014	0.35979	0.235595	0.279633	0.623597	0.957427	0.45839	0.388715	mutual_knn
C060	C086	0.359258	0.287761	0.311674	0.400413	0.818344	0.51134	0.479157	mutual_knn
C007	C013	0.358918	0.233104	0.285588	0.618477	0.948417	0.461843	0.391407	mutual_knn
C030	C083	0.358682	0.228132	0.339142	0.466476	0.96225	0.521655	0.418597	mutual_knn
C007	C050	0.358565	0.263251	0.281064	0.453974	0.972229	0.453586	0.419732	mutual_knn
C024	C098	0.357919	0.224549	0.331479	0.471861	0.990148	0.498303	0.367178	mutual_knn
C002	C022	0.357795	0.252873	0.311976	0.377662	1.0	0.496497	0.41225	mutual_knn
C007	C021	0.356494	0.2364	0.278592	0.591846	0.955318	0.452715	0.389856	mutual_knn
C058	C093	0.356203	0.237459	0.226539	0.695119	1.0	0.392083	0.418845	mutual_knn
C013	C016	0.355914	0.233879	0.29497	0.527697	0.97714	0.460238	0.414826	mutual_knn
C069	C081	0.35536	0.255973	0.238096	0.568452	0.990992	0.39494	0.421189	mutual_knn
C008	C061	0.355192	0.20707	0.315889	0.568909	1.0	0.482169	0.352274	mutual_knn
C051	C065	0.354947	0.250954	0.259502	0.516194	1.0	0.432466	0.425791	mutual_knn
C032	C098	0.35446	0.245565	0.306339	0.427171	0.970588	0.470767	0.404803	mutual_knn
C008	C111	0.354111	0.214186	0.294115	0.60764	0.980196	0.466724	0.362892	mutual_knn
C008	C018	0.353973	0.241712	0.26274	0.552801	0.990148	0.422584	0.476207	mutual_knn
C032	C083	0.353227	0.213058	0.303186	0.567271	0.990148	0.467962	0.402568	mutual_knn
C021	C096	0.35316	0.26915	0.247288	0.446058	0.997929	0.405213	0.478815	mutual_knn
C017	C081	0.35276	0.220071	0.2928	0.577017	0.971825	0.465877	0.391168	mutual_knn
C013	C029	0.352703	0.256838	0.276136	0.420209	0.994221	0.445947	0.456226	mutual_knn
C052	C075	0.351543	0.188499	0.324428	0.606089	0.993559	0.517446	0.337785	mutual_knn
C006	C037	0.351418	0.27627	0.320038	0.36104	0.811679	0.496079	0.50374	mutual_knn
C003	C044	0.351076	0.242169	0.287766	0.44563	0.990992	0.50515	0.499551	mutual_knn
C065	C090	0.351042	0.227304	0.282211	0.537114	0.990148	0.450677	0.383711	mutual_knn
C046	C092	0.350849	0.257793	0.238355	0.514312	0.990148	0.404395	0.456718	mutual_knn
C037	C076	0.350382	0.231021	0.263308	0.585755	0.973035	0.421518	0.376783	mutual_knn
C052	C097	0.350211	0.234369	0.253539	0.596819	0.972828	0.410783	0.402001	mutual_knn
C006	C089	0.349463	0.275966	0.267731	0.347395	0.964209	0.441762	0.575173	mutual_knn
C082	C086	0.349252	0.195677	0.322244	0.553517	0.993884	0.50333	0.357235	mutual_knn
C038	C055	0.34908	0.283844	0.235574	0.436027	0.928835	0.384571	0.480622	mutual_knn
C048	C104	0.349011	0.223305	0.273539	0.562815	0.990148	0.444353	0.378241	mutual_knn
C041	C066	0.348795	0.234016	0.309499	0.398381	0.990992	0.474694	0.43704	mutual_knn
C013	C108	0.347663	0.213347	0.253595	0.66621	0.982905	0.416008	0.484974	mutual_knn
C021	C029	0.347528	0.243334	0.288394	0.393425	1.0	0.461028	0.412587	mutual_knn
C028	C037	0.347468	0.274798	0.3061	0.369638	0.812755	0.469686	0.444668	mutual_knn
C034	C107	0.347436	0.21102	0.290636	0.548458	0.998891	0.484552	0.348565	mutual_knn
C020	C058	0.3472	0.234307	0.268313	0.503693	0.991837	0.425757	0.387085	mutual_knn
C045	C104	0.347113	0.233682	0.264493	0.538651	0.970588	0.437945	0.483653	mutual_knn
C010	C069	0.346744	0.254689	0.268495	0.408102	0.980407	0.424208	0.425116	mutual_knn
C053	C058	0.345867	0.203733	0.273651	0.619055	1.0	0.442382	0.39236	mutual_knn
C036	C064	0.345102	0.278259	0.200943	0.462366	0.994536	0.353187	0.466741	mutual_knn
C036	C113	0.344507	0.251746	0.211097	0.560136	0.992915	0.361945	0.419705	mutual_knn
C024	C035	0.344096	0.233461	0.236822	0.569057	0.994135	0.394131	0.406065	mutual_knn
C012	C068	0.344018	0.234456	0.22697	0.592449	0.994536	0.385021	0.427685	mutual_knn
C061	C069	0.34381	0.180829	0.326336	0.563107	0.991837	0.52081	0.366354	mutual_knn
C024	C116	0.343793	0.227491	0.24476	0.574361	0.991837	0.409527	0.518498	mutual_knn
C019	C092	0.343516	0.273141	0.242723	0.395392	0.945889	0.404318	0.465667	mutual_knn
C007	C045	0.34342	0.25262	0.235593	0.46484	0.999484	0.397286	0.422558	mutual_knn
C045	C048	0.343337	0.248692	0.26713	0.398379	0.990148	0.426545	0.487735	mutual_knn
C011	C029	0.343292	0.215152	0.280898	0.559152	0.955318	0.449775	0.361023	mutual_knn
C024	C096	0.343158	0.245466	0.252012	0.483314	0.964901	0.421299	0.434736	mutual_knn
C008	C101	0.343156	0.235789	0.218718	0.606313	0.990148	0.369812	0.399325	mutual_knn
C092	C094	0.342534	0.238314	0.282755	0.395362	0.990148	0.453143	0.39742	mutual_knn
C092	C095	0.34178	0.265952	0.200749	0.498578	0.987218	0.337321	0.422263	mutual_knn
C054	C088	0.341072	0.228688	0.302381	0.379943	0.980196	0.468535	0.401885	mutual_knn
C033	C038	0.340667	0.244432	0.273462	0.395625	0.968496	0.468396	0.399631	mutual_knn
C043	C050	0.34014	0.204781	0.311859	0.469686	0.972229	0.509816	0.367635	mutual_knn
C020	C033	0.340079	0.197018	0.343311	0.385766	1.0	0.533689	0.381414	mutual_knn
C091	C109	0.340074	0.238928	0.193765	0.633815	0.990992	0.334371	0.423788	mutual_knn
C014	C053	0.339988	0.240724	0.261221	0.440805	0.971797	0.429405	0.433735	mutual_knn
C063	C087	0.339316	0.288697	0.216184	0.336915	0.964209	0.385809	0.478429	mutual_knn
