qac_root_join_key	qac_root	occurrence_count	surah_count	root_ids	branch_gap_count	branches_without_qnet_nodes	pos_counts	examples
وصل	و ص ل	12	7	root_001655	1	root_001655:B008	"{""V"": 11, ""N"": 1}"	"[{""root_join_key"": ""وصل"", ""surah"": 2, ""ayah"": 27, ""word_index"": 14, ""surface_ar"": ""يُوصَلَ"", ""root_ar"": ""و ص ل"", ""pos"": ""V""}, {""root_join_key"": ""وصل"", ""surah"": 4, ""ayah"": 90, ""word_index"": 3, ""surface_ar"": ""يَصِلُ"", ""root_ar"": ""و ص ل"", ""pos"": ""V""}, {""root_join_key"": ""وصل"", ""surah"": 5, ""ayah"": 103, ""word_index"": 9, ""surface_ar"": ""وَصِيلَةٍ"", ""root_ar"": ""و ص ل"", ""pos"": ""N""}, {""root_join_key"": ""وصل"", ""surah"": 6, ""ayah"": 136, ""word_index"": 19, ""surface_ar"": ""يَصِلُ"", ""root_ar"": ""و ص ل"", ""pos"": ""V""}, {""root_join_key"": ""وصل"", ""surah"": 6, ""ayah"": 136, ""word_index"": 26, ""surface_ar"": ""يَصِلُ"", ""root_ar"": ""و ص ل"", ""pos"": ""V""}]"
حرب	ح ر ب	11	9	root_000302	1	root_000302:B005	"{""N"": 9, ""V"": 2}"	"[{""root_join_key"": ""حرب"", ""surah"": 2, ""ayah"": 279, ""word_index"": 5, ""surface_ar"": ""حَرْبٍ"", ""root_ar"": ""ح ر ب"", ""pos"": ""N""}, {""root_join_key"": ""حرب"", ""surah"": 3, ""ayah"": 37, ""word_index"": 14, ""surface_ar"": ""مِحْرَابَ"", ""root_ar"": ""ح ر ب"", ""pos"": ""N""}, {""root_join_key"": ""حرب"", ""surah"": 3, ""ayah"": 39, ""word_index"": 7, ""surface_ar"": ""مِحْرَابِ"", ""root_ar"": ""ح ر ب"", ""pos"": ""N""}, {""root_join_key"": ""حرب"", ""surah"": 5, ""ayah"": 33, ""word_index"": 4, ""surface_ar"": ""يُحَارِبُ"", ""root_ar"": ""ح ر ب"", ""pos"": ""V""}, {""root_join_key"": ""حرب"", ""surah"": 5, ""ayah"": 64, ""word_index"": 37, ""surface_ar"": ""حَرْبِ"", ""root_ar"": ""ح ر ب"", ""pos"": ""N""}]"
يمم	ي م م	11	7	root_001697	1	root_001697:B002	"{""N"": 8, ""V"": 3}"	"[{""root_join_key"": ""يمم"", ""surah"": 2, ""ayah"": 267, ""word_index"": 15, ""surface_ar"": ""تَيَمَّمُ"", ""root_ar"": ""ي م م"", ""pos"": ""V""}, {""root_join_key"": ""يمم"", ""surah"": 4, ""ayah"": 43, ""word_index"": 38, ""surface_ar"": ""تَيَمَّمُ"", ""root_ar"": ""ي م م"", ""pos"": ""V""}, {""root_join_key"": ""يمم"", ""surah"": 5, ""ayah"": 6, ""word_index"": 40, ""surface_ar"": ""تَيَمَّمُ"", ""root_ar"": ""ي م م"", ""pos"": ""V""}, {""root_join_key"": ""يمم"", ""surah"": 7, ""ayah"": 136, ""word_index"": 5, ""surface_ar"": ""يَمِّ"", ""root_ar"": ""ي م م"", ""pos"": ""N""}, {""root_join_key"": ""يمم"", ""surah"": 20, ""ayah"": 39, ""word_index"": 7, ""surface_ar"": ""يَمِّ"", ""root_ar"": ""ي م م"", ""pos"": ""N""}]"
جبر	ج ب ر	10	9	root_000216	1	root_000216:B002	"{""ADJ"": 5, ""N"": 5}"	"[{""root_join_key"": ""جبر"", ""surah"": 5, ""ayah"": 22, ""word_index"": 6, ""surface_ar"": ""جَبَّارِينَ"", ""root_ar"": ""ج ب ر"", ""pos"": ""ADJ""}, {""root_join_key"": ""جبر"", ""surah"": 11, ""ayah"": 59, ""word_index"": 11, ""surface_ar"": ""جَبَّارٍ"", ""root_ar"": ""ج ب ر"", ""pos"": ""ADJ""}, {""root_join_key"": ""جبر"", ""surah"": 14, ""ayah"": 15, ""word_index"": 4, ""surface_ar"": ""جَبَّارٍ"", ""root_ar"": ""ج ب ر"", ""pos"": ""ADJ""}, {""root_join_key"": ""جبر"", ""surah"": 19, ""ayah"": 14, ""word_index"": 5, ""surface_ar"": ""جَبَّارًا"", ""root_ar"": ""ج ب ر"", ""pos"": ""N""}, {""root_join_key"": ""جبر"", ""surah"": 19, ""ayah"": 32, ""word_index"": 5, ""surface_ar"": ""جَبَّارًا"", ""root_ar"": ""ج ب ر"", ""pos"": ""N""}]"
رجز	ر ج ز	10	7	root_000542	2	root_000542:B004,root_000542:B005	"{""N"": 10}"	"[{""root_join_key"": ""رجز"", ""surah"": 2, ""ayah"": 59, ""word_index"": 13, ""surface_ar"": ""رِجْزًا"", ""root_ar"": ""ر ج ز"", ""pos"": ""N""}, {""root_join_key"": ""رجز"", ""surah"": 7, ""ayah"": 134, ""word_index"": 4, ""surface_ar"": ""رِّجْزُ"", ""root_ar"": ""ر ج ز"", ""pos"": ""N""}, {""root_join_key"": ""رجز"", ""surah"": 7, ""ayah"": 134, ""word_index"": 16, ""surface_ar"": ""رِّجْزَ"", ""root_ar"": ""ر ج ز"", ""pos"": ""N""}, {""root_join_key"": ""رجز"", ""surah"": 7, ""ayah"": 135, ""word_index"": 4, ""surface_ar"": ""رِّجْزَ"", ""root_ar"": ""ر ج ز"", ""pos"": ""N""}, {""root_join_key"": ""رجز"", ""surah"": 7, ""ayah"": 162, ""word_index"": 12, ""surface_ar"": ""رِجْزًا"", ""root_ar"": ""ر ج ز"", ""pos"": ""N""}]"
رجس	ر ج س	10	7	root_000543	2	root_000543:B002,root_000543:B003	"{""N"": 10}"	"[{""root_join_key"": ""رجس"", ""surah"": 5, ""ayah"": 90, ""word_index"": 9, ""surface_ar"": ""رِجْسٌ"", ""root_ar"": ""ر ج س"", ""pos"": ""N""}, {""root_join_key"": ""رجس"", ""surah"": 6, ""ayah"": 125, ""word_index"": 24, ""surface_ar"": ""رِّجْسَ"", ""root_ar"": ""ر ج س"", ""pos"": ""N""}, {""root_join_key"": ""رجس"", ""surah"": 6, ""ayah"": 145, ""word_index"": 23, ""surface_ar"": ""رِجْسٌ"", ""root_ar"": ""ر ج س"", ""pos"": ""N""}, {""root_join_key"": ""رجس"", ""surah"": 7, ""ayah"": 71, ""word_index"": 7, ""surface_ar"": ""رِجْسٌ"", ""root_ar"": ""ر ج س"", ""pos"": ""N""}, {""root_join_key"": ""رجس"", ""surah"": 9, ""ayah"": 95, ""word_index"": 12, ""surface_ar"": ""رِجْسٌ"", ""root_ar"": ""ر ج س"", ""pos"": ""N""}]"
ضحك	ض ح ك	10	8	root_000903	1	root_000903:B010	"{""V"": 8, ""N"": 2}"	"[{""root_join_key"": ""ضحك"", ""surah"": 9, ""ayah"": 82, ""word_index"": 1, ""surface_ar"": ""يَضْحَكُ"", ""root_ar"": ""ض ح ك"", ""pos"": ""V""}, {""root_join_key"": ""ضحك"", ""surah"": 11, ""ayah"": 71, ""word_index"": 3, ""surface_ar"": ""ضَحِكَتْ"", ""root_ar"": ""ض ح ك"", ""pos"": ""V""}, {""root_join_key"": ""ضحك"", ""surah"": 23, ""ayah"": 110, ""word_index"": 8, ""surface_ar"": ""تَضْحَكُ"", ""root_ar"": ""ض ح ك"", ""pos"": ""V""}, {""root_join_key"": ""ضحك"", ""surah"": 27, ""ayah"": 19, ""word_index"": 2, ""surface_ar"": ""ضَاحِكًا"", ""root_ar"": ""ض ح ك"", ""pos"": ""N""}, {""root_join_key"": ""ضحك"", ""surah"": 43, ""ayah"": 47, ""word_index"": 7, ""surface_ar"": ""يَضْحَكُ"", ""root_ar"": ""ض ح ك"", ""pos"": ""V""}]"
قدس	ق د س	10	7	root_001206	1	root_001206:B003	"{""ADJ"": 5, ""N"": 4, ""V"": 1}"	"[{""root_join_key"": ""قدس"", ""surah"": 2, ""ayah"": 30, ""word_index"": 21, ""surface_ar"": ""نُقَدِّسُ"", ""root_ar"": ""ق د س"", ""pos"": ""V""}, {""root_join_key"": ""قدس"", ""surah"": 2, ""ayah"": 87, ""word_index"": 16, ""surface_ar"": ""قُدُسِ"", ""root_ar"": ""ق د س"", ""pos"": ""N""}, {""root_join_key"": ""قدس"", ""surah"": 2, ""ayah"": 253, ""word_index"": 21, ""surface_ar"": ""قُدُسِ"", ""root_ar"": ""ق د س"", ""pos"": ""N""}, {""root_join_key"": ""قدس"", ""surah"": 5, ""ayah"": 21, ""word_index"": 4, ""surface_ar"": ""مُقَدَّسَةَ"", ""root_ar"": ""ق د س"", ""pos"": ""ADJ""}, {""root_join_key"": ""قدس"", ""surah"": 5, ""ayah"": 110, ""word_index"": 15, ""surface_ar"": ""قُدُسِ"", ""root_ar"": ""ق د س"", ""pos"": ""N""}]"
نقص	ن ق ص	10	9	root_001542	1	root_001542:B006	"{""V"": 7, ""N"": 3}"	"[{""root_join_key"": ""نقص"", ""surah"": 2, ""ayah"": 155, ""word_index"": 6, ""surface_ar"": ""نَقْصٍ"", ""root_ar"": ""ن ق ص"", ""pos"": ""N""}, {""root_join_key"": ""نقص"", ""surah"": 7, ""ayah"": 130, ""word_index"": 6, ""surface_ar"": ""نَقْصٍ"", ""root_ar"": ""ن ق ص"", ""pos"": ""N""}, {""root_join_key"": ""نقص"", ""surah"": 9, ""ayah"": 4, ""word_index"": 8, ""surface_ar"": ""يَنقُصُ"", ""root_ar"": ""ن ق ص"", ""pos"": ""V""}, {""root_join_key"": ""نقص"", ""surah"": 11, ""ayah"": 84, ""word_index"": 15, ""surface_ar"": ""تَنقُصُ"", ""root_ar"": ""ن ق ص"", ""pos"": ""V""}, {""root_join_key"": ""نقص"", ""surah"": 11, ""ayah"": 109, ""word_index"": 20, ""surface_ar"": ""مَنقُوصٍ"", ""root_ar"": ""ن ق ص"", ""pos"": ""N""}]"
بقر	ب ق ر	9	3	root_000139	1	root_000139:B010	"{""N"": 9}"	"[{""root_join_key"": ""بقر"", ""surah"": 2, ""ayah"": 67, ""word_index"": 10, ""surface_ar"": ""بَقَرَةً"", ""root_ar"": ""ب ق ر"", ""pos"": ""N""}, {""root_join_key"": ""بقر"", ""surah"": 2, ""ayah"": 68, ""word_index"": 13, ""surface_ar"": ""بَقَرَةٌ"", ""root_ar"": ""ب ق ر"", ""pos"": ""N""}, {""root_join_key"": ""بقر"", ""surah"": 2, ""ayah"": 69, ""word_index"": 13, ""surface_ar"": ""بَقَرَةٌ"", ""root_ar"": ""ب ق ر"", ""pos"": ""N""}, {""root_join_key"": ""بقر"", ""surah"": 2, ""ayah"": 70, ""word_index"": 10, ""surface_ar"": ""بَقَرَ"", ""root_ar"": ""ب ق ر"", ""pos"": ""N""}, {""root_join_key"": ""بقر"", ""surah"": 2, ""ayah"": 71, ""word_index"": 5, ""surface_ar"": ""بَقَرَةٌ"", ""root_ar"": ""ب ق ر"", ""pos"": ""N""}]"
رمي	ر م ي	9	5	root_000603	1	root_000603:B005	"{""V"": 9}"	"[{""root_join_key"": ""رمي"", ""surah"": 4, ""ayah"": 112, ""word_index"": 7, ""surface_ar"": ""يَرْمِ"", ""root_ar"": ""ر م ي"", ""pos"": ""V""}, {""root_join_key"": ""رمي"", ""surah"": 8, ""ayah"": 17, ""word_index"": 7, ""surface_ar"": ""رَمَيْ"", ""root_ar"": ""ر م ي"", ""pos"": ""V""}, {""root_join_key"": ""رمي"", ""surah"": 8, ""ayah"": 17, ""word_index"": 9, ""surface_ar"": ""رَمَيْ"", ""root_ar"": ""ر م ي"", ""pos"": ""V""}, {""root_join_key"": ""رمي"", ""surah"": 8, ""ayah"": 17, ""word_index"": 12, ""surface_ar"": ""رَمَىٰ"", ""root_ar"": ""ر م ي"", ""pos"": ""V""}, {""root_join_key"": ""رمي"", ""surah"": 24, ""ayah"": 4, ""word_index"": 2, ""surface_ar"": ""يَرْمُ"", ""root_ar"": ""ر م ي"", ""pos"": ""V""}]"
سرق	س ر ق	9	4	root_000700	1	root_000700:B001	"{""V"": 5, ""N"": 4}"	"[{""root_join_key"": ""سرق"", ""surah"": 5, ""ayah"": 38, ""word_index"": 1, ""surface_ar"": ""سَّارِقُ"", ""root_ar"": ""س ر ق"", ""pos"": ""N""}, {""root_join_key"": ""سرق"", ""surah"": 5, ""ayah"": 38, ""word_index"": 2, ""surface_ar"": ""سَّارِقَةُ"", ""root_ar"": ""س ر ق"", ""pos"": ""N""}, {""root_join_key"": ""سرق"", ""surah"": 12, ""ayah"": 70, ""word_index"": 15, ""surface_ar"": ""سَٰرِقُونَ"", ""root_ar"": ""س ر ق"", ""pos"": ""N""}, {""root_join_key"": ""سرق"", ""surah"": 12, ""ayah"": 73, ""word_index"": 12, ""surface_ar"": ""سَٰرِقِينَ"", ""root_ar"": ""س ر ق"", ""pos"": ""N""}, {""root_join_key"": ""سرق"", ""surah"": 12, ""ayah"": 77, ""word_index"": 3, ""surface_ar"": ""يَسْرِقْ"", ""root_ar"": ""س ر ق"", ""pos"": ""V""}]"
خسف	خ س ف	8	7	root_000410	1	root_000410:B002	"{""V"": 8}"	"[{""root_join_key"": ""خسف"", ""surah"": 16, ""ayah"": 45, ""word_index"": 6, ""surface_ar"": ""يَخْسِفَ"", ""root_ar"": ""خ س ف"", ""pos"": ""V""}, {""root_join_key"": ""خسف"", ""surah"": 17, ""ayah"": 68, ""word_index"": 3, ""surface_ar"": ""يَخْسِفَ"", ""root_ar"": ""خ س ف"", ""pos"": ""V""}, {""root_join_key"": ""خسف"", ""surah"": 28, ""ayah"": 81, ""word_index"": 1, ""surface_ar"": ""خَسَفْ"", ""root_ar"": ""خ س ف"", ""pos"": ""V""}, {""root_join_key"": ""خسف"", ""surah"": 28, ""ayah"": 82, ""word_index"": 21, ""surface_ar"": ""خَسَفَ"", ""root_ar"": ""خ س ف"", ""pos"": ""V""}, {""root_join_key"": ""خسف"", ""surah"": 29, ""ayah"": 40, ""word_index"": 15, ""surface_ar"": ""خَسَفْ"", ""root_ar"": ""خ س ف"", ""pos"": ""V""}]"
خضر	خ ض ر	8	7	root_000418	3	root_000418:B006,root_000418:B007,root_000418:B009	"{""N"": 6, ""ADJ"": 2}"	"[{""root_join_key"": ""خضر"", ""surah"": 6, ""ayah"": 99, ""word_index"": 14, ""surface_ar"": ""خَضِرًا"", ""root_ar"": ""خ ض ر"", ""pos"": ""N""}, {""root_join_key"": ""خضر"", ""surah"": 12, ""ayah"": 43, ""word_index"": 13, ""surface_ar"": ""خُضْرٍ"", ""root_ar"": ""خ ض ر"", ""pos"": ""N""}, {""root_join_key"": ""خضر"", ""surah"": 12, ""ayah"": 46, ""word_index"": 14, ""surface_ar"": ""خُضْرٍ"", ""root_ar"": ""خ ض ر"", ""pos"": ""N""}, {""root_join_key"": ""خضر"", ""surah"": 18, ""ayah"": 31, ""word_index"": 17, ""surface_ar"": ""خُضْرًا"", ""root_ar"": ""خ ض ر"", ""pos"": ""N""}, {""root_join_key"": ""خضر"", ""surah"": 22, ""ayah"": 63, ""word_index"": 11, ""surface_ar"": ""مُخْضَرَّةً"", ""root_ar"": ""خ ض ر"", ""pos"": ""N""}]"
رجف	ر ج ف	8	5	root_000545	1	root_000545:B002	"{""N"": 6, ""V"": 2}"	"[{""root_join_key"": ""رجف"", ""surah"": 7, ""ayah"": 78, ""word_index"": 2, ""surface_ar"": ""رَّجْفَةُ"", ""root_ar"": ""ر ج ف"", ""pos"": ""N""}, {""root_join_key"": ""رجف"", ""surah"": 7, ""ayah"": 91, ""word_index"": 2, ""surface_ar"": ""رَّجْفَةُ"", ""root_ar"": ""ر ج ف"", ""pos"": ""N""}, {""root_join_key"": ""رجف"", ""surah"": 7, ""ayah"": 155, ""word_index"": 9, ""surface_ar"": ""رَّجْفَةُ"", ""root_ar"": ""ر ج ف"", ""pos"": ""N""}, {""root_join_key"": ""رجف"", ""surah"": 29, ""ayah"": 37, ""word_index"": 3, ""surface_ar"": ""رَّجْفَةُ"", ""root_ar"": ""ر ج ف"", ""pos"": ""N""}, {""root_join_key"": ""رجف"", ""surah"": 33, ""ayah"": 60, ""word_index"": 9, ""surface_ar"": ""مُرْجِفُونَ"", ""root_ar"": ""ر ج ف"", ""pos"": ""N""}]"
سقط	س ق ط	8	8	root_000719	1	root_000719:B012	"{""V"": 7, ""N"": 1}"	"[{""root_join_key"": ""سقط"", ""surah"": 6, ""ayah"": 59, ""word_index"": 14, ""surface_ar"": ""تَسْقُطُ"", ""root_ar"": ""س ق ط"", ""pos"": ""V""}, {""root_join_key"": ""سقط"", ""surah"": 7, ""ayah"": 149, ""word_index"": 2, ""surface_ar"": ""سُقِطَ"", ""root_ar"": ""س ق ط"", ""pos"": ""V""}, {""root_join_key"": ""سقط"", ""surah"": 9, ""ayah"": 49, ""word_index"": 11, ""surface_ar"": ""سَقَطُ"", ""root_ar"": ""س ق ط"", ""pos"": ""V""}, {""root_join_key"": ""سقط"", ""surah"": 17, ""ayah"": 92, ""word_index"": 2, ""surface_ar"": ""تُسْقِطَ"", ""root_ar"": ""س ق ط"", ""pos"": ""V""}, {""root_join_key"": ""سقط"", ""surah"": 19, ""ayah"": 25, ""word_index"": 5, ""surface_ar"": ""تُسَٰقِطْ"", ""root_ar"": ""س ق ط"", ""pos"": ""V""}]"
صفح	ص ف ح	8	6	root_000867	1	root_000867:B006	"{""V"": 6, ""N"": 2}"	"[{""root_join_key"": ""صفح"", ""surah"": 2, ""ayah"": 109, ""word_index"": 23, ""surface_ar"": ""ٱصْفَحُ"", ""root_ar"": ""ص ف ح"", ""pos"": ""V""}, {""root_join_key"": ""صفح"", ""surah"": 5, ""ayah"": 13, ""word_index"": 28, ""surface_ar"": ""ٱصْفَحْ"", ""root_ar"": ""ص ف ح"", ""pos"": ""V""}, {""root_join_key"": ""صفح"", ""surah"": 15, ""ayah"": 85, ""word_index"": 12, ""surface_ar"": ""ٱصْفَحِ"", ""root_ar"": ""ص ف ح"", ""pos"": ""V""}, {""root_join_key"": ""صفح"", ""surah"": 15, ""ayah"": 85, ""word_index"": 13, ""surface_ar"": ""صَّفْحَ"", ""root_ar"": ""ص ف ح"", ""pos"": ""N""}, {""root_join_key"": ""صفح"", ""surah"": 24, ""ayah"": 22, ""word_index"": 17, ""surface_ar"": ""يَصْفَحُ"", ""root_ar"": ""ص ف ح"", ""pos"": ""V""}]"
غبر	غ ب ر	8	7	root_001071	1	root_001071:B007	"{""N"": 8}"	"[{""root_join_key"": ""غبر"", ""surah"": 7, ""ayah"": 83, ""word_index"": 7, ""surface_ar"": ""غَٰبِرِينَ"", ""root_ar"": ""غ ب ر"", ""pos"": ""N""}, {""root_join_key"": ""غبر"", ""surah"": 15, ""ayah"": 60, ""word_index"": 6, ""surface_ar"": ""غَٰبِرِينَ"", ""root_ar"": ""غ ب ر"", ""pos"": ""N""}, {""root_join_key"": ""غبر"", ""surah"": 26, ""ayah"": 171, ""word_index"": 4, ""surface_ar"": ""غَٰبِرِينَ"", ""root_ar"": ""غ ب ر"", ""pos"": ""N""}, {""root_join_key"": ""غبر"", ""surah"": 27, ""ayah"": 57, ""word_index"": 7, ""surface_ar"": ""غَٰبِرِينَ"", ""root_ar"": ""غ ب ر"", ""pos"": ""N""}, {""root_join_key"": ""غبر"", ""surah"": 29, ""ayah"": 32, ""word_index"": 16, ""surface_ar"": ""غَٰبِرِينَ"", ""root_ar"": ""غ ب ر"", ""pos"": ""N""}]"
قبر	ق ب ر	8	8	root_001195	1	root_001195:B005	"{""N"": 7, ""V"": 1}"	"[{""root_join_key"": ""قبر"", ""surah"": 9, ""ayah"": 84, ""word_index"": 11, ""surface_ar"": ""قَبْرِ"", ""root_ar"": ""ق ب ر"", ""pos"": ""N""}, {""root_join_key"": ""قبر"", ""surah"": 22, ""ayah"": 7, ""word_index"": 12, ""surface_ar"": ""قُبُورِ"", ""root_ar"": ""ق ب ر"", ""pos"": ""N""}, {""root_join_key"": ""قبر"", ""surah"": 35, ""ayah"": 22, ""word_index"": 16, ""surface_ar"": ""قُبُورِ"", ""root_ar"": ""ق ب ر"", ""pos"": ""N""}, {""root_join_key"": ""قبر"", ""surah"": 60, ""ayah"": 13, ""word_index"": 19, ""surface_ar"": ""قُبُورِ"", ""root_ar"": ""ق ب ر"", ""pos"": ""N""}, {""root_join_key"": ""قبر"", ""surah"": 80, ""ayah"": 21, ""word_index"": 3, ""surface_ar"": ""أَقْبَرَ"", ""root_ar"": ""ق ب ر"", ""pos"": ""V""}]"
تسع	ت س ع	7	5	root_000181	1	root_000181:B007	"{""N"": 7}"	"[{""root_join_key"": ""تسع"", ""surah"": 17, ""ayah"": 101, ""word_index"": 4, ""surface_ar"": ""تِسْعَ"", ""root_ar"": ""ت س ع"", ""pos"": ""N""}, {""root_join_key"": ""تسع"", ""surah"": 18, ""ayah"": 25, ""word_index"": 8, ""surface_ar"": ""تِسْعًا"", ""root_ar"": ""ت س ع"", ""pos"": ""N""}, {""root_join_key"": ""تسع"", ""surah"": 27, ""ayah"": 12, ""word_index"": 11, ""surface_ar"": ""تِسْعِ"", ""root_ar"": ""ت س ع"", ""pos"": ""N""}, {""root_join_key"": ""تسع"", ""surah"": 27, ""ayah"": 48, ""word_index"": 4, ""surface_ar"": ""تِسْعَةُ"", ""root_ar"": ""ت س ع"", ""pos"": ""N""}, {""root_join_key"": ""تسع"", ""surah"": 38, ""ayah"": 23, ""word_index"": 5, ""surface_ar"": ""تِسْعٌ"", ""root_ar"": ""ت س ع"", ""pos"": ""N""}]"
حبل	ح ب ل	7	5	root_000291	1	root_000291:B015	"{""N"": 7}"	"[{""root_join_key"": ""حبل"", ""surah"": 3, ""ayah"": 103, ""word_index"": 2, ""surface_ar"": ""حَبْلِ"", ""root_ar"": ""ح ب ل"", ""pos"": ""N""}, {""root_join_key"": ""حبل"", ""surah"": 3, ""ayah"": 112, ""word_index"": 8, ""surface_ar"": ""حَبْلٍ"", ""root_ar"": ""ح ب ل"", ""pos"": ""N""}, {""root_join_key"": ""حبل"", ""surah"": 3, ""ayah"": 112, ""word_index"": 11, ""surface_ar"": ""حَبْلٍ"", ""root_ar"": ""ح ب ل"", ""pos"": ""N""}, {""root_join_key"": ""حبل"", ""surah"": 20, ""ayah"": 66, ""word_index"": 5, ""surface_ar"": ""حِبَالُ"", ""root_ar"": ""ح ب ل"", ""pos"": ""N""}, {""root_join_key"": ""حبل"", ""surah"": 26, ""ayah"": 44, ""word_index"": 2, ""surface_ar"": ""حِبَالَ"", ""root_ar"": ""ح ب ل"", ""pos"": ""N""}]"
سكر	س ك ر	7	5	root_000725	2	root_000725:B002,root_000725:B003	"{""N"": 6, ""V"": 1}"	"[{""root_join_key"": ""سكر"", ""surah"": 4, ""ayah"": 43, ""word_index"": 8, ""surface_ar"": ""سُكَٰرَىٰ"", ""root_ar"": ""س ك ر"", ""pos"": ""N""}, {""root_join_key"": ""سكر"", ""surah"": 15, ""ayah"": 15, ""word_index"": 3, ""surface_ar"": ""سُكِّرَتْ"", ""root_ar"": ""س ك ر"", ""pos"": ""V""}, {""root_join_key"": ""سكر"", ""surah"": 15, ""ayah"": 72, ""word_index"": 4, ""surface_ar"": ""سَكْرَتِ"", ""root_ar"": ""س ك ر"", ""pos"": ""N""}, {""root_join_key"": ""سكر"", ""surah"": 16, ""ayah"": 67, ""word_index"": 7, ""surface_ar"": ""سَكَرًا"", ""root_ar"": ""س ك ر"", ""pos"": ""N""}, {""root_join_key"": ""سكر"", ""surah"": 22, ""ayah"": 2, ""word_index"": 15, ""surface_ar"": ""سُكَٰرَىٰ"", ""root_ar"": ""س ك ر"", ""pos"": ""N""}]"
نسك	ن س ك	7	3	root_001498	1	root_001498:B007	"{""N"": 7}"	"[{""root_join_key"": ""نسك"", ""surah"": 2, ""ayah"": 128, ""word_index"": 11, ""surface_ar"": ""مَنَاسِكَ"", ""root_ar"": ""ن س ك"", ""pos"": ""N""}, {""root_join_key"": ""نسك"", ""surah"": 2, ""ayah"": 196, ""word_index"": 33, ""surface_ar"": ""نُسُكٍ"", ""root_ar"": ""ن س ك"", ""pos"": ""N""}, {""root_join_key"": ""نسك"", ""surah"": 2, ""ayah"": 200, ""word_index"": 3, ""surface_ar"": ""مَّنَٰسِكَ"", ""root_ar"": ""ن س ك"", ""pos"": ""N""}, {""root_join_key"": ""نسك"", ""surah"": 6, ""ayah"": 162, ""word_index"": 4, ""surface_ar"": ""نُسُكِ"", ""root_ar"": ""ن س ك"", ""pos"": ""N""}, {""root_join_key"": ""نسك"", ""surah"": 22, ""ayah"": 34, ""word_index"": 4, ""surface_ar"": ""مَنسَكًا"", ""root_ar"": ""ن س ك"", ""pos"": ""N""}]"
حرف	ح ر ف	6	5	root_000310	2	root_000310:B001,root_000310:B002	"{""V"": 4, ""N"": 2}"	"[{""root_join_key"": ""حرف"", ""surah"": 2, ""ayah"": 75, ""word_index"": 13, ""surface_ar"": ""يُحَرِّفُ"", ""root_ar"": ""ح ر ف"", ""pos"": ""V""}, {""root_join_key"": ""حرف"", ""surah"": 4, ""ayah"": 46, ""word_index"": 4, ""surface_ar"": ""يُحَرِّفُ"", ""root_ar"": ""ح ر ف"", ""pos"": ""V""}, {""root_join_key"": ""حرف"", ""surah"": 5, ""ayah"": 13, ""word_index"": 8, ""surface_ar"": ""يُحَرِّفُ"", ""root_ar"": ""ح ر ف"", ""pos"": ""V""}, {""root_join_key"": ""حرف"", ""surah"": 5, ""ayah"": 41, ""word_index"": 27, ""surface_ar"": ""يُحَرِّفُ"", ""root_ar"": ""ح ر ف"", ""pos"": ""V""}, {""root_join_key"": ""حرف"", ""surah"": 8, ""ayah"": 16, ""word_index"": 6, ""surface_ar"": ""مُتَحَرِّفًا"", ""root_ar"": ""ح ر ف"", ""pos"": ""N""}]"
حصد	ح ص د	6	6	root_000327	1	root_000327:B002	"{""N"": 5, ""V"": 1}"	"[{""root_join_key"": ""حصد"", ""surah"": 6, ""ayah"": 141, ""word_index"": 25, ""surface_ar"": ""حَصَادِ"", ""root_ar"": ""ح ص د"", ""pos"": ""N""}, {""root_join_key"": ""حصد"", ""surah"": 10, ""ayah"": 24, ""word_index"": 34, ""surface_ar"": ""حَصِيدًا"", ""root_ar"": ""ح ص د"", ""pos"": ""N""}, {""root_join_key"": ""حصد"", ""surah"": 11, ""ayah"": 100, ""word_index"": 9, ""surface_ar"": ""حَصِيدٌ"", ""root_ar"": ""ح ص د"", ""pos"": ""N""}, {""root_join_key"": ""حصد"", ""surah"": 12, ""ayah"": 47, ""word_index"": 7, ""surface_ar"": ""حَصَد"", ""root_ar"": ""ح ص د"", ""pos"": ""V""}, {""root_join_key"": ""حصد"", ""surah"": 21, ""ayah"": 15, ""word_index"": 7, ""surface_ar"": ""حَصِيدًا"", ""root_ar"": ""ح ص د"", ""pos"": ""N""}]"
حطم	ح ط م	6	5	root_000337	1	root_000337:B002	"{""N"": 5, ""V"": 1}"	"[{""root_join_key"": ""حطم"", ""surah"": 27, ""ayah"": 18, ""word_index"": 14, ""surface_ar"": ""يَحْطِمَ"", ""root_ar"": ""ح ط م"", ""pos"": ""V""}, {""root_join_key"": ""حطم"", ""surah"": 39, ""ayah"": 21, ""word_index"": 25, ""surface_ar"": ""حُطَٰمًا"", ""root_ar"": ""ح ط م"", ""pos"": ""N""}, {""root_join_key"": ""حطم"", ""surah"": 56, ""ayah"": 65, ""word_index"": 4, ""surface_ar"": ""حُطَٰمًا"", ""root_ar"": ""ح ط م"", ""pos"": ""N""}, {""root_join_key"": ""حطم"", ""surah"": 57, ""ayah"": 20, ""word_index"": 25, ""surface_ar"": ""حُطَٰمًا"", ""root_ar"": ""ح ط م"", ""pos"": ""N""}, {""root_join_key"": ""حطم"", ""surah"": 104, ""ayah"": 4, ""word_index"": 4, ""surface_ar"": ""حُطَمَةِ"", ""root_ar"": ""ح ط م"", ""pos"": ""N""}]"
